Annotator,S001FIN,S001FIC,S001FIF,S002MIN,S002MIC,S002MIF,S003FIN,S003FIC,S003FIF,S004MIN,S004MIC,S004MIF,S005FIN,S005FIC,S005FIF,S006MIN,S006MIC,S006MIF,S007FIN,S007FIC,S007FIF,S008MIN,S008MIC,S008MIF,S009FIN,S009FIC,S009FIF,S010MIN,S010MIC,S010MIF,S011FIN,S011FIC,S011FIF,S012MIN,S012MIC,S012MIF,S013FIN,S013FIC,S013FIF,S014MIN,S014MIC,S014MIF,S015FIN,S015FIC,S015FIF,S016MIN,S016MIC,S016MIF,S017FIN,S017FIC,S017FIF,S018MIN,S018MIC,S018MIF,S019FIN,S019FIC,S019FIF,S020MIN,S020MIC,S020MIF,S021FIN,S021FIC,S021FIF,S022MIN,S022MIC,S022MIF,S023FIN,S023FIC,S023FIF,S024MIN,S024MIC,S024MIF,S025FIN,S025FIC,S025FIF,S026MIN,S026MIC,S026MIF,S027FIN,S027FIC,S027FIF,S028MIN,S028MIC,S028MIF,S029FIN,S029FIC,S029FIF,S030MIN,S030MIC,S030MIF,S031FIN,S031FIC,S031FIF,S032MIN,S032MIC,S032MIF,S033FIN,S033FIC,S033FIF,S034MIN,S034MIC,S034MIF,S035FIN,S035FIC,S035FIF,S036MIN,S036MIC,S036MIF,S037FIN,S037FIC,S037FIF,S038MIN,S038MIC,S038MIF,S039FIN,S039FIC,S039FIF,S040MIN,S040MIC,S040MIF,S041FIN,S041FIC,S041FIF,S042MIN,S042MIC,S042MIF,S043FIN,S043FIC,S043FIF,S044MIN,S044MIC,S044MIF,S045FIN,S045FIC,S045FIF,S046MIN,S046MIC,S046MIF,S047FIN,S047FIC,S047FIF,S048MIN,S048MIC,S048MIF,S049FIN,S049FIC,S049FIF,S050MIN,S050MIC,S050MIF,S051FIN,S051FIC,S051FIF,S052MIN,S052MIC,S052MIF,S053FIN,S053FIC,S053FIF,S054MIN,S054MIC,S054MIF,S055FIN,S055FIC,S055FIF,S056MIN,S056MIC,S056MIF,S057FIN,S057FIC,S057FIF,S058MIN,S058MIC,S058MIF,S059FIN,S059FIC,S059FIF,S060MIN,S060MIC,S060MIF,S061FGN,S061FGC,S061FGF,S062MGN,S062MGC,S062MGF,S063FGN,S063FGC,S063FGF,S064MGN,S064MGC,S064MGF,S065FGN,S065FGC,S065FGF,S066MGN,S066MGC,S066MGF,S067FGN,S067FGC,S067FGF,S068MGN,S068MGC,S068MGF,S069FGN,S069FGC,S069FGF,S070MGN,S070MGC,S070MGF,S071FGN,S071FGC,S071FGF,S072MGN,S072MGC,S072MGF,S073FGN,S073FGC,S073FGF,S074MGN,S074MGC,S074MGF,S075FGN,S075FGC,S075FGF,S076MGN,S076MGC,S076MGF,S077FGN,S077FGC,S077FGF,S078MGN,S078MGC,S078MGF,S079FGN,S079FGC,S079FGF,S080MGN,S080MGC,S080MGF,S081FGN,S081FGC,S081FGF,S082MGN,S082MGC,S082MGF,S083FGN,S083FGC,S083FGF,S084MGN,S084MGC,S084MGF,S085FGN,S085FGC,S085FGF,S086MGN,S086MGC,S086MGF,S087FGN,S087FGC,S087FGF,S088MGN,S088MGC,S088MGF,S089FGN,S089FGC,S089FGF,S090MGN,S090MGC,S090MGF,S091FGN,S091FGC,S091FGF,S092MGN,S092MGC,S092MGF,S093FGN,S093FGC,S093FGF,S094MGN,S094MGC,S094MGF,S095FGN,S095FGC,S095FGF,S096MGN,S096MGC,S096MGF,S097FGN,S097FGC,S097FGF,S098MGN,S098MGC,S098MGF,S099FGN,S099FGC,S099FGF,S100MGN,S100MGC,S100MGF,S101FGN,S101FGC,S101FGF,S102MGN,S102MGC,S102MGF,S103FGN,S103FGC,S103FGF,S104MGN,S104MGC,S104MGF,S105FGN,S105FGC,S105FGF,S106MGN,S106MGC,S106MGF,S107FGN,S107FGC,S107FGF,S108MGN,S108MGC,S108MGF,S109FGN,S109FGC,S109FGF,S110MGN,S110MGC,S110MGF,S111FGN,S111FGC,S111FGF,S112MGN,S112MGC,S112MGF,S113FGN,S113FGC,S113FGF,S114MGN,S114MGC,S114MGF,S115FGN,S115FGC,S115FGF,S116MGN,S116MGC,S116MGF,S117FGN,S117FGC,S117FGF,S118MGN,S118MGC,S118MGF,S119FGN,S119FGC,S119FGF,S120MGN,S120MGC,S120MGF
ANO1,69.0,61.0,61.0,78.0,75.0,60.0,53.0,58.0,38.0,42.0,41.0,45.0,55.0,80.0,59.0,36.0,44.0,44.0,45.0,39.0,35.0,43.0,52.0,45.0,42.0,33.0,36.0,43.0,39.0,26.0,45.0,61.0,63.0,38.0,47.0,58.0,56.0,53.0,60.0,53.0,42.0,44.0,55.0,74.0,71.0,59.0,50.0,42.0,60.0,43.0,57.0,59.0,50.0,33.0,58.0,23.0,28.0,51.0,42.0,49.0,63.0,58.0,59.0,52.0,42.0,45.0,48.0,62.0,62.0,42.0,43.0,40.0,61.0,50.0,58.0,46.0,46.0,33.0,36.0,36.0,57.0,59.0,65.0,39.0,52.0,53.0,33.0,35.0,67.0,42.0,44.0,56.0,62.0,44.0,71.0,77.0,92.0,59.0,56.0,47.0,20.0,37.0,55.0,59.0,56.0,37.0,72.0,68.0,72.0,68.0,50.0,36.0,42.0,21.0,35.0,31.0,21.0,9.0,36.0,17.0,35.0,82.0,81.0,43.0,52.0,44.0,47.0,41.0,49.0,34.0,64.0,59.0,40.0,42.0,33.0,60.0,55.0,57.0,63.0,58.0,63.0,46.0,47.0,41.0,37.0,25.0,33.0,56.0,39.0,43.0,45.0,67.0,55.0,17.0,38.0,30.0,46.0,69.0,72.0,49.0,62.0,46.0,79.0,54.0,50.0,59.0,37.0,28.0,43.0,61.0,66.0,29.0,27.0,55.0,62.0,55.0,41.0,37.0,21.0,54.0,46.0,49.0,44.0,48.0,41.0,46.0,55.0,76.0,71.0,51.0,38.0,38.0,50.0,58.0,45.0,29.0,31.0,46.0,60.0,57.0,44.0,30.0,45.0,53.0,42.0,54.0,53.0,53.0,40.0,34.0,59.0,63.0,56.0,18.0,45.0,26.0,43.0,50.0,50.0,33.0,43.0,31.0,62.0,42.0,44.0,28.0,34.0,27.0,60.0,51.0,35.0,46.0,44.0,37.0,70.0,39.0,30.0,46.0,48.0,44.0,52.0,65.0,70.0,79.0,59.0,34.0,75.0,55.0,65.0,43.0,41.0,27.0,62.0,64.0,61.0,58.0,43.0,35.0,59.0,55.0,34.0,48.0,52.0,46.0,40.0,55.0,42.0,36.0,38.0,46.0,45.0,30.0,29.0,64.0,34.0,39.0,72.0,44.0,39.0,44.0,43.0,70.0,37.0,44.0,53.0,39.0,36.0,59.0,36.0,59.0,48.0,33.0,37.0,44.0,41.0,54.0,36.0,29.0,38.0,46.0,39.0,24.0,37.0,44.0,39.0,12.0,45.0,41.0,29.0,34.0,39.0,24.0,54.0,42.0,47.0,11.0,37.0,30.0,63.0,34.0,34.0,58.0,73.0,48.0,29.0,34.0,24.0,56.0,68.0,57.0,80.0,75.0,70.0,27.0,44.0,53.0,33.0,34.0,39.0,86.0,77.0,59.0,26.0,35.0,35.0,55.0,41.0,47.0,45.0,40.0,53.0,49.0,56.0,70.0,79.0,58.0,50.0,56.0,40.0,27.0
ANO2,88.0,85.0,79.0,80.0,69.0,83.0,31.0,41.0,35.0,22.0,14.0,40.0,56.0,88.0,85.0,27.0,64.0,25.0,69.0,73.0,23.0,73.0,78.0,27.0,29.0,31.0,49.0,34.0,36.0,47.0,29.0,76.0,79.0,76.0,14.0,87.0,72.0,25.0,73.0,81.0,81.0,70.0,72.0,83.0,52.0,31.0,16.0,54.0,65.0,23.0,27.0,72.0,61.0,25.0,43.0,26.0,23.0,72.0,57.0,30.0,79.0,65.0,65.0,69.0,36.0,64.0,73.0,66.0,71.0,65.0,44.0,15.0,59.0,70.0,59.0,67.0,71.0,71.0,84.0,82.0,65.0,18.0,22.0,17.0,77.0,78.0,77.0,32.0,66.0,67.0,79.0,35.0,67.0,81.0,60.0,59.0,98.0,97.0,87.0,46.0,36.0,35.0,72.0,56.0,40.0,84.0,51.0,37.0,89.0,69.0,38.0,61.0,13.0,28.0,21.0,19.0,12.0,73.0,69.0,33.0,85.0,20.0,19.0,27.0,64.0,23.0,70.0,28.0,37.0,75.0,76.0,79.0,88.0,63.0,70.0,63.0,43.0,55.0,51.0,26.0,25.0,25.0,38.0,27.0,62.0,51.0,56.0,49.0,26.0,56.0,52.0,74.0,30.0,52.0,25.0,15.0,94.0,96.0,74.0,59.0,35.0,56.0,91.0,43.0,59.0,58.0,68.0,43.0,51.0,85.0,86.0,90.0,19.0,33.0,97.0,59.0,74.0,67.0,6.0,14.0,77.0,69.0,83.0,33.0,23.0,72.0,61.0,63.0,28.0,48.0,58.0,69.0,81.0,81.0,86.0,33.0,68.0,23.0,22.0,18.0,45.0,30.0,70.0,33.0,53.0,35.0,32.0,66.0,20.0,30.0,83.0,93.0,87.0,9.0,0.0,23.0,67.0,38.0,64.0,23.0,14.0,42.0,80.0,54.0,69.0,55.0,32.0,31.0,88.0,28.0,72.0,64.0,30.0,72.0,72.0,51.0,19.0,20.0,62.0,72.0,34.0,77.0,70.0,27.0,77.0,66.0,82.0,70.0,87.0,41.0,63.0,33.0,85.0,71.0,84.0,83.0,85.0,90.0,69.0,60.0,42.0,41.0,78.0,32.0,80.0,48.0,25.0,25.0,68.0,37.0,59.0,77.0,82.0,83.0,78.0,70.0,84.0,22.0,20.0,76.0,87.0,85.0,85.0,89.0,90.0,56.0,40.0,78.0,80.0,47.0,76.0,52.0,63.0,35.0,86.0,38.0,37.0,20.0,73.0,82.0,18.0,40.0,28.0,24.0,16.0,18.0,63.0,67.0,39.0,16.0,11.0,10.0,89.0,91.0,74.0,14.0,18.0,39.0,81.0,80.0,22.0,83.0,56.0,93.0,66.0,57.0,76.0,86.0,72.0,71.0,33.0,30.0,79.0,61.0,73.0,48.0,23.0,52.0,29.0,86.0,86.0,83.0,56.0,62.0,89.0,32.0,80.0,56.0,14.0,72.0,84.0,90.0,74.0,91.0,91.0,99.0,91.0,87.0,70.0,38.0
ANO3,68.0,54.0,67.0,55.0,63.0,78.0,45.0,49.0,33.0,39.0,52.0,30.0,57.0,66.0,71.0,46.0,59.0,58.0,48.0,47.0,50.0,55.0,54.0,40.0,52.0,41.0,34.0,59.0,80.0,42.0,60.0,48.0,45.0,56.0,52.0,60.0,50.0,50.0,54.0,73.0,72.0,47.0,67.0,61.0,62.0,56.0,44.0,67.0,56.0,62.0,55.0,63.0,58.0,51.0,58.0,52.0,68.0,78.0,69.0,72.0,57.0,73.0,59.0,55.0,58.0,55.0,60.0,74.0,65.0,67.0,65.0,63.0,72.0,62.0,54.0,53.0,52.0,45.0,45.0,55.0,38.0,63.0,43.0,44.0,51.0,47.0,51.0,58.0,63.0,60.0,46.0,63.0,62.0,58.0,80.0,68.0,65.0,58.0,37.0,51.0,40.0,47.0,58.0,70.0,59.0,65.0,76.0,38.0,68.0,66.0,52.0,40.0,30.0,28.0,30.0,36.0,34.0,46.0,57.0,34.0,64.0,47.0,35.0,63.0,56.0,59.0,61.0,44.0,55.0,57.0,65.0,46.0,49.0,34.0,41.0,62.0,56.0,47.0,58.0,56.0,39.0,52.0,59.0,54.0,52.0,50.0,49.0,55.0,64.0,61.0,56.0,74.0,62.0,65.0,56.0,59.0,77.0,67.0,37.0,48.0,60.0,66.0,52.0,64.0,61.0,56.0,68.0,51.0,47.0,53.0,57.0,61.0,55.0,63.0,68.0,46.0,40.0,53.0,44.0,46.0,59.0,94.0,95.0,67.0,49.0,64.0,49.0,61.0,96.0,61.0,68.0,66.0,33.0,59.0,37.0,67.0,69.0,11.0,19.0,60.0,22.0,52.0,65.0,70.0,77.0,81.0,76.0,81.0,60.0,60.0,52.0,67.0,31.0,17.0,71.0,34.0,32.0,71.0,68.0,25.0,62.0,30.0,87.0,78.0,41.0,65.0,32.0,28.0,81.0,59.0,8.0,28.0,29.0,13.0,65.0,68.0,17.0,28.0,33.0,37.0,65.0,99.0,33.0,85.0,65.0,62.0,26.0,30.0,54.0,64.0,72.0,37.0,78.0,80.0,41.0,64.0,75.0,10.0,62.0,61.0,66.0,70.0,60.0,64.0,57.0,76.0,66.0,54.0,82.0,34.0,69.0,33.0,32.0,78.0,41.0,62.0,90.0,93.0,35.0,32.0,46.0,84.0,54.0,23.0,59.0,68.0,64.0,42.0,66.0,66.0,60.0,60.0,71.0,20.0,79.0,59.0,38.0,66.0,63.0,65.0,52.0,67.0,61.0,30.0,24.0,41.0,60.0,57.0,64.0,57.0,35.0,72.0,52.0,35.0,61.0,50.0,89.0,36.0,49.0,54.0,49.0,60.0,40.0,38.0,63.0,63.0,36.0,17.0,24.0,31.0,39.0,30.0,25.0,81.0,86.0,63.0,35.0,40.0,31.0,41.0,23.0,60.0,66.0,41.0,65.0,75.0,80.0,66.0,68.0,61.0,52.0,66.0,64.0,53.0,58.0,60.0,61.0,66.0,61.0,39.0
ANO4,63.0,87.0,58.0,64.0,68.0,67.0,50.0,84.0,70.0,69.0,49.0,21.0,70.0,73.0,77.0,51.0,47.0,58.0,84.0,62.0,19.0,66.0,75.0,51.0,55.0,53.0,23.0,68.0,25.0,56.0,55.0,71.0,74.0,74.0,62.0,53.0,37.0,55.0,50.0,67.0,75.0,42.0,73.0,68.0,70.0,70.0,32.0,50.0,73.0,54.0,58.0,61.0,63.0,60.0,32.0,43.0,46.0,29.0,27.0,47.0,68.0,76.0,82.0,19.0,36.0,39.0,82.0,60.0,82.0,44.0,64.0,43.0,79.0,67.0,48.0,50.0,46.0,63.0,91.0,82.0,49.0,55.0,51.0,40.0,67.0,73.0,55.0,59.0,54.0,49.0,62.0,58.0,30.0,62.0,75.0,74.0,91.0,62.0,36.0,46.0,48.0,13.0,62.0,52.0,53.0,49.0,19.0,38.0,86.0,56.0,25.0,56.0,13.0,4.0,31.0,1.0,3.0,45.0,6.0,25.0,50.0,60.0,31.0,52.0,16.0,42.0,69.0,30.0,21.0,74.0,59.0,39.0,43.0,18.0,9.0,22.0,5.0,35.0,56.0,46.0,51.0,54.0,55.0,26.0,49.0,20.0,35.0,77.0,85.0,60.0,49.0,59.0,57.0,54.0,44.0,39.0,47.0,20.0,63.0,17.0,17.0,15.0,56.0,56.0,51.0,84.0,68.0,5.0,59.0,47.0,51.0,31.0,35.0,59.0,88.0,52.0,44.0,58.0,41.0,5.0,60.0,60.0,70.0,42.0,29.0,35.0,76.0,40.0,39.0,61.0,43.0,55.0,73.0,61.0,59.0,34.0,41.0,49.0,42.0,34.0,29.0,44.0,55.0,38.0,30.0,33.0,43.0,57.0,40.0,49.0,43.0,35.0,30.0,19.0,38.0,38.0,35.0,37.0,28.0,56.0,55.0,52.0,55.0,50.0,40.0,59.0,51.0,36.0,30.0,60.0,34.0,29.0,44.0,42.0,58.0,51.0,48.0,19.0,42.0,58.0,62.0,67.0,75.0,49.0,63.0,61.0,50.0,49.0,43.0,42.0,51.0,39.0,73.0,65.0,63.0,47.0,47.0,31.0,49.0,41.0,37.0,56.0,25.0,33.0,42.0,41.0,34.0,49.0,28.0,25.0,65.0,61.0,33.0,65.0,57.0,65.0,43.0,41.0,42.0,42.0,63.0,58.0,36.0,42.0,37.0,61.0,58.0,59.0,58.0,63.0,58.0,35.0,40.0,44.0,50.0,51.0,58.0,40.0,48.0,37.0,33.0,37.0,42.0,65.0,67.0,56.0,57.0,47.0,49.0,35.0,26.0,28.0,56.0,56.0,63.0,36.0,35.0,40.0,44.0,62.0,42.0,49.0,57.0,41.0,55.0,64.0,59.0,38.0,38.0,37.0,65.0,65.0,62.0,60.0,41.0,39.0,32.0,31.0,28.0,66.0,60.0,60.0,51.0,40.0,56.0,57.0,61.0,61.0,44.0,41.0,56.0,38.0,52.0,41.0,40.0,54.0,49.0,58.0,49.0,37.0
ANO5,40.0,62.0,50.0,59.0,51.0,64.0,81.0,77.0,82.0,63.0,61.0,51.0,69.0,67.0,45.0,34.0,46.0,51.0,52.0,38.0,71.0,65.0,61.0,57.0,41.0,34.0,31.0,41.0,62.0,59.0,78.0,62.0,51.0,44.0,42.0,41.0,76.0,65.0,52.0,51.0,56.0,37.0,63.0,63.0,62.0,27.0,39.0,44.0,60.0,63.0,45.0,64.0,54.0,38.0,35.0,26.0,34.0,55.0,62.0,58.0,64.0,41.0,45.0,41.0,39.0,43.0,72.0,56.0,64.0,51.0,46.0,65.0,40.0,63.0,66.0,61.0,69.0,54.0,42.0,60.0,51.0,35.0,63.0,36.0,91.0,84.0,90.0,51.0,66.0,38.0,63.0,72.0,55.0,73.0,67.0,62.0,63.0,51.0,36.0,63.0,43.0,64.0,81.0,65.0,76.0,72.0,70.0,63.0,62.0,72.0,71.0,36.0,32.0,31.0,21.0,25.0,21.0,54.0,67.0,37.0,49.0,21.0,42.0,66.0,42.0,48.0,76.0,43.0,42.0,53.0,53.0,53.0,80.0,43.0,64.0,67.0,64.0,63.0,58.0,72.0,69.0,65.0,60.0,50.0,33.0,33.0,46.0,66.0,68.0,50.0,59.0,71.0,62.0,52.0,62.0,67.0,78.0,81.0,71.0,52.0,61.0,61.0,42.0,41.0,58.0,30.0,41.0,40.0,70.0,36.0,61.0,64.0,61.0,52.0,70.0,39.0,44.0,66.0,61.0,42.0,84.0,93.0,91.0,47.0,45.0,50.0,59.0,50.0,63.0,47.0,35.0,18.0,92.0,93.0,60.0,64.0,20.0,33.0,26.0,8.0,14.0,52.0,36.0,27.0,61.0,50.0,51.0,21.0,31.0,25.0,99.0,85.0,92.0,21.0,20.0,40.0,85.0,51.0,33.0,61.0,55.0,60.0,65.0,47.0,40.0,47.0,59.0,29.0,95.0,74.0,70.0,9.0,5.0,16.0,47.0,47.0,23.0,23.0,53.0,20.0,96.0,94.0,59.0,66.0,60.0,31.0,72.0,67.0,59.0,49.0,57.0,54.0,95.0,69.0,57.0,49.0,62.0,51.0,77.0,62.0,69.0,36.0,55.0,40.0,82.0,66.0,26.0,34.0,24.0,39.0,98.0,51.0,59.0,57.0,58.0,62.0,95.0,74.0,72.0,53.0,63.0,58.0,90.0,93.0,82.0,54.0,49.0,52.0,60.0,83.0,76.0,52.0,49.0,37.0,66.0,60.0,48.0,50.0,54.0,54.0,83.0,36.0,26.0,35.0,56.0,26.0,55.0,70.0,35.0,26.0,25.0,27.0,76.0,59.0,57.0,24.0,52.0,49.0,95.0,73.0,48.0,42.0,31.0,55.0,66.0,49.0,35.0,29.0,35.0,30.0,44.0,51.0,57.0,48.0,41.0,48.0,35.0,34.0,30.0,60.0,65.0,61.0,63.0,54.0,42.0,60.0,53.0,29.0,63.0,53.0,64.0,61.0,53.0,42.0,90.0,75.0,78.0,59.0,53.0,54.0
ANO6,62.0,43.0,56.0,51.0,44.0,39.0,55.0,55.0,54.0,29.0,28.0,27.0,52.0,45.0,65.0,39.0,35.0,42.0,44.0,55.0,34.0,49.0,53.0,43.0,42.0,44.0,28.0,34.0,34.0,26.0,46.0,58.0,55.0,27.0,41.0,34.0,55.0,45.0,57.0,50.0,61.0,41.0,42.0,51.0,40.0,39.0,41.0,43.0,39.0,40.0,39.0,39.0,50.0,30.0,34.0,35.0,38.0,37.0,36.0,38.0,56.0,63.0,56.0,51.0,54.0,50.0,59.0,53.0,42.0,31.0,40.0,33.0,64.0,53.0,61.0,34.0,40.0,37.0,44.0,33.0,57.0,28.0,23.0,27.0,68.0,68.0,61.0,42.0,49.0,39.0,55.0,64.0,50.0,32.0,41.0,58.0,50.0,57.0,28.0,50.0,55.0,50.0,50.0,43.0,43.0,72.0,62.0,64.0,25.0,66.0,21.0,45.0,30.0,34.0,32.0,30.0,27.0,20.0,39.0,39.0,49.0,32.0,33.0,62.0,61.0,61.0,55.0,40.0,33.0,36.0,55.0,30.0,59.0,63.0,38.0,61.0,66.0,63.0,57.0,38.0,41.0,56.0,65.0,61.0,37.0,51.0,37.0,39.0,46.0,36.0,41.0,44.0,52.0,26.0,33.0,28.0,64.0,69.0,49.0,65.0,56.0,60.0,48.0,36.0,45.0,37.0,23.0,26.0,59.0,56.0,68.0,33.0,31.0,50.0,33.0,32.0,35.0,49.0,28.0,20.0,61.0,51.0,41.0,55.0,43.0,19.0,55.0,59.0,55.0,32.0,57.0,36.0,27.0,62.0,76.0,16.0,77.0,77.0,2.0,13.0,14.0,69.0,50.0,24.0,73.0,62.0,52.0,36.0,67.0,50.0,74.0,21.0,20.0,15.0,23.0,40.0,61.0,51.0,60.0,69.0,53.0,59.0,69.0,36.0,24.0,57.0,15.0,33.0,30.0,20.0,72.0,44.0,40.0,67.0,21.0,41.0,75.0,26.0,25.0,73.0,35.0,60.0,58.0,45.0,29.0,22.0,35.0,50.0,35.0,10.0,38.0,53.0,44.0,59.0,35.0,50.0,31.0,66.0,60.0,57.0,61.0,75.0,11.0,60.0,19.0,62.0,27.0,77.0,58.0,20.0,75.0,55.0,16.0,59.0,40.0,29.0,61.0,69.0,23.0,72.0,77.0,71.0,56.0,35.0,25.0,46.0,59.0,23.0,48.0,52.0,61.0,68.0,58.0,56.0,54.0,49.0,49.0,52.0,26.0,36.0,26.0,38.0,39.0,65.0,57.0,54.0,23.0,59.0,50.0,30.0,25.0,26.0,40.0,42.0,56.0,30.0,16.0,22.0,34.0,61.0,61.0,51.0,55.0,39.0,59.0,59.0,58.0,55.0,69.0,21.0,62.0,53.0,67.0,44.0,48.0,41.0,21.0,19.0,34.0,78.0,63.0,57.0,65.0,52.0,57.0,85.0,57.0,43.0,60.0,46.0,38.0,42.0,21.0,46.0,58.0,31.0,37.0,35.0,43.0,26.0
ANO7,91.0,100.0,78.0,57.0,70.0,53.0,81.0,64.0,76.0,100.0,67.0,54.0,88.0,73.0,85.0,60.0,76.0,63.0,83.0,71.0,43.0,88.0,74.0,60.0,72.0,52.0,44.0,73.0,69.0,59.0,79.0,90.0,67.0,83.0,46.0,57.0,66.0,60.0,62.0,74.0,70.0,45.0,86.0,89.0,69.0,78.0,59.0,54.0,63.0,64.0,68.0,77.0,69.0,75.0,74.0,60.0,59.0,78.0,64.0,77.0,100.0,79.0,78.0,81.0,49.0,49.0,82.0,82.0,76.0,55.0,68.0,64.0,66.0,82.0,73.0,60.0,68.0,41.0,75.0,86.0,72.0,84.0,64.0,60.0,81.0,77.0,71.0,64.0,68.0,55.0,90.0,59.0,69.0,85.0,85.0,51.0,100.0,100.0,69.0,91.0,83.0,49.0,100.0,82.0,82.0,87.0,68.0,70.0,89.0,87.0,68.0,52.0,64.0,51.0,90.0,72.0,76.0,63.0,49.0,60.0,82.0,66.0,45.0,66.0,63.0,71.0,90.0,65.0,58.0,37.0,82.0,72.0,89.0,76.0,68.0,69.0,78.0,75.0,88.0,73.0,77.0,86.0,70.0,63.0,81.0,72.0,37.0,84.0,76.0,78.0,67.0,75.0,50.0,67.0,75.0,75.0,100.0,92.0,60.0,78.0,66.0,77.0,78.0,80.0,57.0,81.0,64.0,70.0,90.0,80.0,71.0,91.0,58.0,77.0,75.0,76.0,62.0,74.0,76.0,65.0,67.0,58.0,61.0,63.0,56.0,54.0,63.0,67.0,52.0,60.0,57.0,51.0,71.0,66.0,65.0,28.0,50.0,47.0,48.0,38.0,40.0,55.0,53.0,50.0,55.0,55.0,60.0,64.0,57.0,59.0,34.0,45.0,58.0,39.0,29.0,55.0,59.0,46.0,61.0,64.0,59.0,52.0,54.0,59.0,50.0,55.0,51.0,53.0,60.0,64.0,58.0,51.0,63.0,51.0,59.0,58.0,56.0,25.0,25.0,30.0,52.0,59.0,52.0,54.0,56.0,56.0,60.0,60.0,40.0,65.0,67.0,61.0,63.0,39.0,56.0,46.0,46.0,59.0,48.0,47.0,48.0,55.0,56.0,46.0,51.0,54.0,59.0,60.0,41.0,44.0,49.0,62.0,58.0,56.0,47.0,52.0,52.0,59.0,56.0,54.0,58.0,55.0,45.0,41.0,42.0,53.0,57.0,54.0,54.0,64.0,55.0,48.0,52.0,54.0,64.0,55.0,35.0,53.0,41.0,29.0,54.0,51.0,47.0,54.0,38.0,55.0,53.0,57.0,46.0,0.0,0.0,0.0,56.0,54.0,53.0,41.0,35.0,38.0,52.0,65.0,55.0,49.0,47.0,50.0,58.0,58.0,64.0,70.0,75.0,57.0,62.0,67.0,62.0,48.0,47.0,55.0,46.0,46.0,42.0,60.0,60.0,61.0,59.0,65.0,63.0,64.0,57.0,63.0,51.0,54.0,46.0,43.0,58.0,56.0,57.0,49.0,52.0,50.0,58.0,54.0
ANO8,97.0,89.0,72.0,75.0,80.0,14.0,59.0,61.0,40.0,16.0,54.0,27.0,89.0,76.0,78.0,55.0,18.0,15.0,56.0,71.0,24.0,61.0,78.0,19.0,52.0,76.0,50.0,64.0,29.0,13.0,89.0,64.0,93.0,33.0,48.0,29.0,78.0,89.0,61.0,54.0,20.0,20.0,99.0,87.0,89.0,34.0,45.0,35.0,75.0,62.0,47.0,42.0,40.0,31.0,42.0,34.0,18.0,60.0,52.0,42.0,95.0,90.0,86.0,28.0,24.0,28.0,82.0,99.0,78.0,42.0,39.0,24.0,96.0,74.0,84.0,69.0,42.0,59.0,79.0,89.0,30.0,53.0,32.0,12.0,74.0,98.0,63.0,31.0,19.0,23.0,76.0,95.0,85.0,24.0,51.0,51.0,93.0,98.0,52.0,29.0,24.0,24.0,90.0,87.0,76.0,74.0,84.0,65.0,71.0,94.0,37.0,35.0,41.0,58.0,22.0,29.0,35.0,27.0,15.0,10.0,79.0,66.0,44.0,69.0,77.0,31.0,67.0,59.0,19.0,44.0,64.0,57.0,70.0,65.0,45.0,28.0,34.0,38.0,93.0,90.0,73.0,64.0,53.0,31.0,69.0,83.0,52.0,80.0,31.0,36.0,69.0,63.0,84.0,29.0,62.0,28.0,86.0,72.0,90.0,41.0,48.0,71.0,95.0,81.0,70.0,58.0,34.0,41.0,87.0,73.0,91.0,65.0,24.0,28.0,93.0,70.0,70.0,41.0,22.0,48.0,85.0,90.0,94.0,67.0,83.0,37.0,45.0,71.0,63.0,56.0,68.0,74.0,87.0,87.0,56.0,45.0,33.0,32.0,18.0,16.0,23.0,35.0,37.0,44.0,77.0,45.0,63.0,59.0,36.0,65.0,88.0,78.0,67.0,28.0,38.0,42.0,29.0,30.0,51.0,86.0,66.0,54.0,69.0,25.0,36.0,81.0,71.0,76.0,89.0,68.0,76.0,64.0,80.0,84.0,47.0,72.0,64.0,18.0,64.0,37.0,89.0,74.0,91.0,72.0,87.0,71.0,73.0,75.0,29.0,71.0,72.0,85.0,62.0,71.0,49.0,86.0,82.0,48.0,70.0,45.0,27.0,42.0,70.0,50.0,31.0,65.0,34.0,77.0,29.0,29.0,75.0,43.0,31.0,93.0,54.0,63.0,89.0,84.0,61.0,66.0,67.0,70.0,72.0,69.0,77.0,71.0,72.0,79.0,20.0,81.0,47.0,53.0,76.0,26.0,67.0,51.0,73.0,42.0,65.0,30.0,89.0,50.0,51.0,57.0,54.0,65.0,53.0,47.0,42.0,20.0,12.0,21.0,60.0,17.0,43.0,16.0,23.0,30.0,61.0,54.0,73.0,68.0,63.0,48.0,57.0,42.0,46.0,74.0,89.0,76.0,69.0,77.0,76.0,66.0,91.0,41.0,42.0,41.0,27.0,85.0,87.0,82.0,81.0,78.0,47.0,61.0,63.0,22.0,29.0,52.0,48.0,49.0,73.0,65.0,70.0,78.0,71.0,55.0,75.0,23.0
