Unique_Speaker,Sex,Location,Distance,pcm_RMSenergy_sma,pcm_fftMag_mfcc_sma[1],pcm_fftMag_mfcc_sma[2],pcm_fftMag_mfcc_sma[3],pcm_fftMag_mfcc_sma[4],pcm_fftMag_mfcc_sma[5],pcm_fftMag_mfcc_sma[6],pcm_fftMag_mfcc_sma[7],pcm_fftMag_mfcc_sma[8],pcm_fftMag_mfcc_sma[9],pcm_fftMag_mfcc_sma[10],pcm_fftMag_mfcc_sma[11],pcm_fftMag_mfcc_sma[12],pcm_zcr_sma,voiceProb_sma,F0_sma,pcm_RMSenergy_sma_de,pcm_fftMag_mfcc_sma_de[1],pcm_fftMag_mfcc_sma_de[2],pcm_fftMag_mfcc_sma_de[3],pcm_fftMag_mfcc_sma_de[4],pcm_fftMag_mfcc_sma_de[5],pcm_fftMag_mfcc_sma_de[6],pcm_fftMag_mfcc_sma_de[7],pcm_fftMag_mfcc_sma_de[8],pcm_fftMag_mfcc_sma_de[9],pcm_fftMag_mfcc_sma_de[10],pcm_fftMag_mfcc_sma_de[11],pcm_fftMag_mfcc_sma_de[12],pcm_zcr_sma_de,voiceProb_sma_de,F0_sma_de
18,M,Imperial,200,0.000735667,-8.91431887,1.108824556,2.909993321,0.254697322,-11.31035402,-11.14296124,-7.204472828,-4.508493678,0.643331515,-1.982084915,-1.118927644,-4.72212585,0.118037992,0.349535219,185.9861362,-2.99e-13,-2.37e-09,-3.55e-09,1.9e-09,-1.26e-09,-3.45e-09,-1.68e-08,-9.71e-09,-4.04e-09,-2.31e-09,-2.51e-09,8.49e-10,-3.16e-09,-2.9e-11,1.48e-11,-2.68e-07
18,M,Imperial,500,0.000458753,-11.18794809,-2.005244404,2.088329833,1.000647702,-14.54972383,-11.74571828,-9.086540438,-7.116290918,0.661527976,-0.657165081,-0.60305081,-8.389220114,0.130814,0.384285771,206.67856,-4.82e-14,-1.57e-09,-1.37e-09,6.18e-10,-6.28e-09,-2.84e-09,7.56e-09,2.16e-09,3e-09,6.93e-09,-2.08e-09,2.12e-09,-1.23e-08,3.73e-11,8.32e-11,-8.49e-07
19,F,Imperial,50,0.002359987,-11.28080998,-0.295125287,2.521405058,-7.225857634,-5.633861769,-11.3500876,-9.650891049,-5.082518326,-5.686347585,-6.652600343,-9.019216133,-4.015375411,0.116660603,0.384405451,172.0751855,2.3e-12,-2.09e-09,-4.31e-09,-5.98e-09,-1.74e-09,-4.08e-09,-6.97e-09,9.4e-09,3.62e-09,5.9e-09,1.19e-08,9.06e-09,-6.32e-09,4.75e-11,2.9e-11,1.03e-07
19,F,Imperial,200,0.000956272,-11.9777237,-3.162375398,1.991593685,-8.542488047,-10.2087187,-10.1415198,-12.38481152,-4.81396234,-7.616306697,-8.776979958,-9.281678546,-3.994102056,0.123644983,0.404336859,202.5522229,2.29e-14,-4.36e-09,8.68e-09,-4.93e-09,3.76e-09,-2.15e-09,-4.82e-10,-3.2e-09,2.62e-09,1.03e-09,-2.84e-09,-4.11e-10,-4.93e-11,-2.08e-11,3.51e-10,-1.05e-07
19,F,Imperial,500,0.00054815,-12.13373823,-4.643733323,2.560453252,-8.83641875,-12.67201963,-9.407069702,-11.37042081,-2.767245026,-10.24173923,-9.200267167,-7.274801227,-4.681907737,0.124236809,0.401836408,203.6968527,-5.26e-13,-4.13e-09,9.42e-09,-5.89e-09,-1.4e-09,1.38e-08,3.3e-09,-3.27e-09,6.88e-09,-9.75e-09,-6.62e-09,2.74e-09,-3.81e-09,-9.17e-11,4.42e-11,-1.55e-07
20,M,Imperial,50,0.001638788,-5.75990065,-0.193201189,7.404236392,3.688455955,-7.886093902,-9.812974399,-3.360860324,-3.672621905,-3.931405851,1.746489212,2.115777436,-5.100348644,0.115253263,0.323207248,169.5140616,3.76e-13,-4.66e-10,-3.34e-09,1.79e-09,-1.73e-09,-1.58e-08,4.91e-09,-2.81e-09,4.73e-09,-1.88e-08,-6.95e-09,2.88e-09,-1.81e-09,-1.81e-11,-2.65e-10,-3.66e-07
20,M,Imperial,200,0.000617074,-7.026214085,-1.017734929,7.473929963,4.083979768,-10.11326043,-8.21698378,-3.708892504,-3.766811211,-3.189742268,3.841622155,0.695754533,-5.020021798,0.115666897,0.313075425,170.8542818,3.68e-13,-5.81e-09,5.09e-09,-2.72e-09,-3.53e-09,1.97e-09,-4.39e-09,3.31e-09,1.57e-09,-1.08e-09,-8.05e-10,5.5e-09,-3.96e-09,8.52e-11,-4.68e-12,2.12e-07
20,M,Imperial,500,0.000358629,-6.41458149,-1.279417596,6.115234275,4.635363568,-12.20624311,-6.621799636,-3.256795329,-4.458047857,-2.877850184,4.320783719,1.083772706,-6.555638442,0.122910983,0.339157623,206.53303,1.98e-13,-5.4e-09,-1.78e-09,-4.85e-09,3.88e-09,4.78e-10,4.81e-09,4.9e-09,4.97e-09,3.37e-09,-6.83e-10,-4.15e-09,-5.26e-10,2.12e-10,9.93e-11,-2.46e-07
21,F,Imperial,50,0.001894607,-11.31646357,6.74692208,7.852344999,-1.836679243,-10.76001062,-12.96803496,1.143863685,0.261566086,-7.290960697,-9.634519456,-5.008662753,-0.892688645,0.116665152,0.371930017,179.9004742,3.46e-13,5.38e-09,-4.84e-12,-8.63e-09,3.63e-09,1.17e-08,9.28e-09,1.09e-08,8.4e-09,-2.09e-08,6.18e-09,-3.6e-09,4.45e-09,-9.59e-11,-1.95e-10,-9.9e-08
21,F,Imperial,200,0.000803191,-11.21649,4.832539693,6.719506777,-3.331984636,-13.94585156,-13.50795343,1.799208528,-2.235966199,-8.913333942,-10.56184921,-7.93704775,-0.938231988,0.121364121,0.401344787,200.7496278,-2.15e-13,3.11e-10,-6.72e-09,1.48e-09,1.66e-09,-2.47e-09,6.13e-09,8.79e-10,-7.11e-09,7.08e-09,-4.57e-09,-8.93e-09,3.64e-09,1.84e-11,3.03e-11,2.46e-07
21,F,Imperial,500,0.000458453,-11.16636295,3.064084743,5.088298904,-3.889994011,-15.31323592,-13.88496987,-0.809726071,-2.85048559,-8.999662265,-8.277143575,-8.103313217,-0.980896417,0.119022219,0.395791247,178.1158714,2.83e-13,1.14e-09,4.69e-10,-2.8e-09,-1.48e-09,9.56e-09,-4.16e-09,3.52e-09,2.61e-09,8.93e-09,5.58e-09,7.19e-09,-5.74e-09,3.66e-11,9.23e-11,1.12e-07
22,M,Imperial,50,0.001864757,-8.424164466,1.392709003,9.476092139,-3.846234344,-6.461158845,-9.885433779,-8.916369563,-4.144930196,-5.023727135,5.137466515,-3.94014097,-2.683528176,0.106990069,0.332587681,274.8180193,4.89e-13,-9.89e-09,1.32e-09,-4.82e-09,-1.11e-08,3.67e-09,5.78e-09,9.74e-09,1.04e-10,9.46e-09,-2.58e-09,-1.09e-08,1.29e-09,8.78e-11,-1.63e-11,2.71e-07
22,M,Imperial,200,0.000768273,-8.465790031,-0.370353001,10.2639597,-5.368235691,-7.884257998,-10.08357484,-11.25064641,3.099116928,-4.659309902,2.677642285,-7.489398688,-2.477593255,0.130275253,0.327533262,214.8456538,-2.99e-13,-3.91e-09,-6.03e-09,2.52e-09,2.43e-10,-8.91e-10,-3.81e-09,3.58e-09,1.27e-08,1.25e-08,-1.11e-08,-3.1e-09,1.97e-09,1.72e-10,9.52e-11,-1.87e-16
22,M,Imperial,500,0.000426172,-9.2315481,-1.673590998,9.737943208,-3.244416313,-13.2695433,-9.315062567,-13.18494133,6.691158054,-4.606661007,1.497471154,-5.681318806,-4.644784759,0.120212695,0.313163676,159.7431373,1.11e-13,-3.22e-10,-2.71e-09,-3.21e-09,3e-09,1.22e-08,-2.28e-10,-8.76e-09,2.81e-10,7.93e-09,-1.65e-09,3.64e-09,-1.04e-09,9.7e-11,6.88e-11,-3.7e-07
23,F,Imperial,50,0.001495737,-10.24678198,1.553143519,3.3954281,-4.90683544,-7.463762573,-9.397906322,-4.093238389,-7.573079328,-8.497998796,-3.868404505,-3.318717973,-2.561065174,0.128479302,0.380420537,165.7909642,-1.18e-12,-2.43e-09,-2.49e-09,4.49e-09,-1.11e-09,-6.81e-09,3.41e-10,2.45e-09,1.16e-09,-4.38e-09,-3.06e-09,-6.33e-09,-5.27e-10,-1.59e-10,-2.14e-11,-3.77e-07
23,F,Imperial,200,0.000651337,-10.3475768,0.41954952,3.18620844,-4.530665391,-10.80124568,-9.293875962,-5.712270786,-8.274198272,-8.118980656,-3.729095141,-4.751279343,-3.537810147,0.124197379,0.389132682,169.7313017,1.24e-13,2.02e-09,-3.57e-11,-2.27e-09,4.9e-10,1.12e-08,5.37e-09,7.25e-09,7.91e-09,-1.71e-09,-8.92e-09,-3.54e-09,2.6e-09,8.66e-11,1.68e-11,-1.38e-07
23,F,Imperial,500,0.000377854,-10.05014707,-1.490556161,2.871325219,-4.841686604,-12.58299793,-6.755937642,-6.328607571,-8.266398782,-9.490609012,-4.207857062,-6.083729944,-3.782110124,0.124221643,0.401370478,171.5183536,4.83e-13,1.65e-09,-5.75e-09,9.31e-09,2.59e-09,-6.28e-09,9.78e-09,8.81e-09,2.12e-09,5.75e-09,6.04e-11,4.72e-09,7.06e-09,3.1e-11,-1.15e-10,-6.12e-09
24,M,Imperial,50,0.002037149,-10.75372508,3.118083954,8.79612163,-1.602806517,-1.645958249,-10.80950401,-2.447746732,-5.431088597,-3.305585123,5.17756521,1.80588494,-2.43283909,0.112463227,0.296296564,242.245502,3.92e-12,-6.36e-09,4.61e-09,-1.05e-08,-1.13e-08,5.66e-09,-2.01e-09,-6.03e-09,-1.23e-08,-8.13e-09,1.63e-09,-3.58e-09,5.51e-11,1.74e-11,-5.13e-11,1.11e-06
24,M,Imperial,200,0.00088287,-10.82911087,0.538672447,8.115049248,-3.906294515,-5.177311486,-8.682520044,-7.494567467,-1.955356147,-2.54478088,6.447538677,0.282910591,-5.116777045,0.119261831,0.316136483,229.8214434,-8.06e-13,-3.06e-09,-2.79e-09,8.97e-09,-1.03e-08,2.53e-10,6.76e-09,5.58e-09,-5.01e-09,1.15e-08,7.29e-09,2.55e-09,-1.57e-09,-1e-10,-7.46e-11,-1.78e-07
24,M,Imperial,500,0.000436303,-10.42311165,-1.238336993,7.168392885,-5.817441866,-7.877011258,-7.873835862,-9.978865037,0.942388171,-3.291225011,4.81495458,-2.238665903,-6.251033794,0.123506599,0.317175645,193.0053879,-3.55e-14,-1.65e-09,-1.52e-09,2.36e-09,1.9e-09,8.47e-09,-3.17e-09,4.47e-09,5.3e-09,3.75e-09,3.31e-09,2.75e-09,1.17e-09,-9.06e-11,-1.18e-10,1.87e-06
25,F,Imperial,50,0.001204553,-10.13583294,1.486504695,2.632829939,-0.087503078,-10.18562544,-6.499920448,1.38905122,-0.701263873,3.627444347,-0.514497941,-1.9487899,-5.839240205,0.113125761,0.340544135,174.2107814,-1.21e-12,-5.06e-09,-5.76e-09,9.07e-10,7.6e-09,-2.64e-09,6.43e-09,-2.99e-09,-3.58e-09,-4.26e-09,-1.72e-10,-9.67e-09,3.85e-09,7.14e-11,-2.02e-10,4.29e-07
25,F,Imperial,200,0.000661941,-9.303606586,-0.925124712,3.234614022,-2.156773361,-13.83583285,-6.059595404,-0.556072523,1.629727182,2.363958819,-0.016000172,-4.514546503,-8.498315945,0.113481576,0.382259,176.8447841,-3.17e-13,-7.17e-09,-4.77e-09,9.71e-10,7.36e-09,-8.05e-09,-7.75e-09,9.38e-10,-6.86e-09,-1.49e-09,-5.75e-09,-2.86e-09,-3.65e-09,-1.09e-10,1.44e-10,2.42e-07
25,F,Imperial,500,0.000352396,-9.087743941,-0.678502813,1.423987637,-2.566487091,-14.88711431,-3.795403763,-1.956813248,2.129896947,3.055949256,-1.454658565,-4.532839993,-8.446271842,0.106229529,0.385095376,181.6225578,4e-13,3.69e-09,4.79e-09,6.59e-10,1.61e-09,4.95e-10,-1.12e-09,3.97e-09,-7.18e-10,-2.62e-09,2.17e-09,-3.71e-09,6.73e-10,-3.69e-11,4.97e-12,1.48e-07
26,M,Imperial,50,0.002332036,-8.163138148,-2.897842867,6.020313895,0.678022194,-12.72199638,-5.655557018,-7.781643025,-4.624589353,-3.49626374,-8.692257632,-1.290237974,-4.761864823,0.117646726,0.380618138,207.3719257,-4.08e-12,-1.38e-09,-1.23e-08,-9.72e-12,-8.53e-10,-9.12e-10,1.38e-08,7.09e-09,-1.26e-08,1.6e-08,-1.4e-09,8.95e-10,6.92e-09,-9.61e-11,1.21e-10,4.62e-08
26,M,Imperial,200,0.000948841,-8.42034132,-3.743533445,6.498559172,1.134310157,-16.01427207,-3.922497867,-10.84161065,-5.272295785,-3.256468185,-9.598463368,-0.741696607,-5.252584469,0.121373599,0.368342207,176.6419971,-1.65e-13,-6.1e-09,1.06e-09,-2.31e-09,1.6e-09,1.03e-08,-2.75e-09,8.16e-09,-3e-09,6.34e-09,3.4e-09,-1.67e-09,-6.75e-09,1.03e-10,8.65e-11,3.77e-08
26,M,Imperial,500,0.000560744,-9.160506794,-6.128757415,5.580469714,-0.408406571,-18.12552373,-3.265951435,-12.31785646,-5.702934148,-1.804614609,-10.23429598,0.024205595,-7.027008905,0.130090615,0.38020236,155.1229933,2.98e-13,2.48e-09,-3.17e-09,4.22e-09,3.89e-10,-1.19e-08,-2.1e-09,-4.65e-09,4.64e-09,-1.74e-08,-2.5e-09,-3.68e-09,-2.05e-09,-2.27e-12,-4.21e-11,-2.71e-07
27,F,Imperial,50,0.00160376,-9.703782745,5.834762346,5.018871946,-3.73994917,-9.108969537,-12.68510816,-3.960297913,-7.876400459,-3.327846821,-7.722084701,-9.484460202,-2.133010498,0.104327042,0.430794502,204.7358612,-2.39e-12,3.92e-09,2.07e-10,-2.99e-09,1.98e-09,7.07e-09,4.72e-10,8.36e-09,-4.37e-09,8.95e-09,3.07e-09,-7.29e-09,-7.32e-09,-6.59e-11,-2.55e-10,1.55e-07
27,F,Imperial,200,0.000706024,-10.37504317,4.134400333,2.561512193,-4.382058331,-10.37909077,-11.6555671,-5.435115913,-8.444567395,-3.063224554,-5.30274197,-10.99858579,-4.04497372,0.111435019,0.405291184,203.4912803,-6.68e-13,3.03e-09,-2.15e-09,-4.26e-09,8.19e-09,6.92e-09,9.66e-09,1.05e-08,1.48e-09,1.39e-09,3.63e-09,-4.67e-10,-8.92e-09,1.33e-11,-4.49e-11,9.39e-08
27,F,Imperial,500,0.000379135,-10.72364775,1.188883125,1.566195867,-5.796229126,-13.22385023,-12.53091782,-5.694152306,-6.072487839,-2.907143039,-5.429820379,-12.19778173,-3.680298841,0.117445028,0.414733589,199.320203,3.42e-13,1.03e-09,-9.24e-10,1.78e-09,-4.68e-09,-1.03e-08,5.14e-09,1.13e-08,-3.68e-09,-2.64e-10,1.26e-08,6.58e-09,-8.6e-09,-1.33e-11,-5.72e-11,-1.79e-07
28,M,Imperial,50,0.002168177,-7.564599778,-4.854361178,7.744402212,-0.046995256,-7.758723371,-5.107869927,-0.523635944,-7.427893398,-13.77285805,-8.485117364,0.460374086,-3.61781915,0.111502884,0.323187344,184.2790858,-9.57e-13,-7.15e-09,-3.59e-09,6.27e-09,-7.22e-09,-1.1e-08,8.78e-09,-2.78e-09,-5.17e-09,2.41e-09,-6.47e-09,-3.42e-10,8.36e-09,-5.45e-13,6.57e-11,5.7e-08
28,M,Imperial,200,0.000980362,-9.19629595,-5.942346212,8.049768024,-1.681273231,-12.04049281,-2.247775527,-4.661662684,-8.168640456,-15.04484672,-8.254236801,-0.128073806,-5.380913819,0.127370719,0.326149293,182.6784516,-1.96e-13,-1.99e-09,2.74e-09,3.98e-09,-4.71e-09,-2.14e-10,8.47e-10,-7.27e-09,1.31e-08,-8.04e-09,-4.18e-10,2.18e-10,-1.71e-09,1.5e-10,3.19e-11,1.36e-07
28,M,Imperial,500,0.000554505,-11.4234893,-7.289409944,4.680121861,-2.275405524,-15.24215709,-1.161144273,-8.377002007,-8.027513675,-11.4060629,-7.857230803,1.926599723,-10.94602202,0.130527755,0.354094425,173.3025963,2.6e-14,-4.98e-10,-8.22e-10,-1.27e-09,-2.17e-09,-4.53e-09,5.34e-10,-1.97e-09,-4.97e-09,7.09e-09,-6.47e-09,2.65e-09,3.41e-09,1.51e-10,4.27e-11,6.33e-07
29,F,Imperial,50,0.001771665,-10.148478,0.233889236,8.390018304,-6.10022552,-8.150067407,-15.32799012,-5.567855441,-4.073436792,-8.056866527,-9.103931634,-3.334273089,-2.301396185,0.099893465,0.446700961,204.3509387,-5.21e-13,-6.51e-09,-4.76e-09,-1.87e-09,5.24e-09,-2.69e-09,8.74e-10,1.57e-09,6.08e-09,2.39e-09,6.2e-09,-1.23e-08,8.39e-10,-7.61e-11,-7.45e-11,7.05e-08
29,F,Imperial,200,0.000834123,-11.68580454,-3.117825214,5.336134827,-7.42931154,-10.95318341,-14.4312471,-8.811229259,-4.478026159,-7.997441084,-11.09544629,-4.878312457,-2.519929606,0.122994771,0.45192963,219.808913,-1.62e-12,3.29e-09,4.99e-09,3.99e-09,-1.54e-09,6.44e-09,1.85e-09,-4.63e-09,1.16e-09,1.47e-10,2.26e-09,3.17e-09,5.78e-09,7.76e-12,-9.33e-11,-1.12e-07
29,F,Imperial,500,0.000500748,-11.75438661,-5.451709001,5.330516227,-10.14698759,-14.03566093,-13.71853767,-10.99348491,-2.250144038,-7.498022956,-9.970833577,-6.418488873,-0.963203765,0.119447227,0.430998458,226.7616937,4.75e-14,5.34e-10,5.88e-09,-5.28e-09,-3.05e-09,6.83e-09,-1.2e-08,-3.82e-09,5.25e-09,-7.98e-09,1e-09,1.23e-08,-3.87e-09,4.24e-11,4.97e-11,1.76e-07
30,M,Imperial,50,0.002461946,-9.150548974,2.146271262,9.230839988,-2.29502295,-4.594044859,-5.86550249,-8.215494248,0.61758849,-6.405498925,2.774604946,1.422800174,-6.005884941,0.105126253,0.293138142,175.9306378,-1.15e-12,5.27e-09,3.18e-09,5.56e-09,3.35e-10,2.84e-09,-1.62e-09,9.32e-09,-8.06e-09,-2.21e-09,3.8e-09,2.77e-09,4.34e-09,1.07e-10,2.39e-11,-2.27e-07
30,M,Imperial,200,0.001060407,-10.82864275,0.085623697,8.341938864,-3.423376455,-7.356793516,-6.874578195,-11.0150747,-0.109786673,-7.458915202,0.98756446,-1.351422863,-8.456887556,0.119510542,0.311834108,156.9822548,6.4e-13,1.09e-08,-1.04e-08,-1.35e-09,6.71e-09,1.68e-09,-1.9e-09,4.91e-09,1.44e-09,3.77e-09,-2.56e-10,-2.3e-09,6.73e-10,3.38e-11,-9.21e-11,-2.72e-07
30,M,Imperial,500,0.000632938,-11.45782122,-0.560358531,6.284023332,-4.5615706,-9.88823069,-5.420912474,-12.60244401,-0.797042733,-7.589129912,-0.537245775,-1.36707709,-10.20977096,0.124147712,0.316375651,195.7351781,-5.08e-13,-1.11e-09,-2.73e-09,7.73e-09,9.24e-10,2.25e-09,-1.29e-09,1.9e-09,6.07e-09,-4.54e-09,2.98e-09,3.44e-09,-7.74e-09,1.28e-10,-9.82e-12,-5.63e-07
31,F,Imperial,50,0.002009976,-10.62877768,3.572989926,5.537952534,-1.824401665,-11.69655402,-6.476478484,-6.890972559,-5.283589396,-1.969072574,-2.288422401,-5.684045404,-5.116817737,0.114701625,0.341186328,144.9328673,5.64e-13,1.5e-09,5.19e-09,-2.93e-09,-7.54e-10,-7.22e-09,1.35e-10,-3.44e-09,-3.6e-09,-1.73e-09,-4.69e-09,8.09e-09,9.31e-09,-8.7e-11,-7.97e-11,-5.14e-07
31,F,Imperial,200,0.000698453,-10.0829696,2.288391075,4.216449263,-3.271407514,-12.5108631,-5.462783068,-7.971353023,-8.443408744,-4.100122933,-0.679154847,-5.921272663,-6.136674831,0.113232487,0.3504191,151.9452456,-3.19e-13,5.78e-09,-3.88e-10,9.38e-10,-6.28e-09,5.97e-10,2.7e-09,-3.27e-09,-1.09e-08,-3.12e-09,4.83e-09,3.69e-09,-3.08e-09,-1.85e-11,1.05e-10,-2.5e-07
31,F,Imperial,500,0.000372954,-10.0824956,1.764171369,4.02050303,-1.500768462,-12.45287516,-5.646744064,-6.655496592,-8.88551104,-5.278258619,-0.972703865,-6.290168177,-6.820377021,0.117593269,0.370449444,181.4350038,-3e-13,-4.56e-09,-3.44e-09,6.5e-09,-1.3e-08,-1.48e-09,1.85e-09,-3.29e-11,6.61e-09,5.89e-09,2.72e-09,-2.46e-10,5.62e-10,3.39e-11,1.89e-10,7.33e-08
32,M,Imperial,50,0.002564934,-9.184718176,4.569448543,9.419557031,0.239682647,-2.888033422,-10.83927141,-1.465829216,0.685396787,-2.798735851,-0.095100751,-2.062861095,-0.588473037,0.108705644,0.31166369,172.2547843,4.58e-12,-5.81e-10,6.44e-09,-4.87e-10,3.13e-09,8.74e-10,8.14e-11,-6.66e-09,-4.35e-09,8.4e-10,-6.28e-09,1.47e-09,1.99e-09,1.21e-10,3.49e-11,-3.23e-07
32,M,Imperial,200,0.001144285,-10.29862523,1.945618224,8.741134113,0.233324722,-5.763725293,-10.05517353,-3.707976496,1.198209088,-2.815206819,0.158870451,-4.124014368,-1.908086948,0.124159845,0.306269347,167.76682,2.49e-12,-9.83e-09,4.48e-09,-6.76e-09,-8.7e-10,1.24e-09,2.71e-10,-6.07e-10,6.51e-09,2.36e-09,-7.16e-09,1.03e-08,1.14e-08,2.85e-11,6.27e-11,-2e-15
32,M,Imperial,500,0.000573218,-9.851888573,2.476176303,9.836791403,1.958992599,-7.246139706,-8.95689326,-4.014428142,1.823363464,-3.587349175,0.976782246,-4.944912591,-2.383980631,0.121783442,0.326112955,150.304099,-3.66e-13,5.09e-09,-5.13e-09,-2.89e-09,-5.99e-10,3.83e-09,1.86e-09,1.63e-09,2.3e-10,5.69e-09,-9.62e-09,-4.98e-10,-3.02e-09,1.19e-10,1.63e-11,9.78e-08
33,F,Imperial,50,0.001039102,-7.651891745,4.047894913,5.691797234,-3.003514033,-6.023648388,-13.78609539,-8.003846832,-6.868650814,-7.671867684,0.584909268,-6.87972514,-4.871724169,0.104325526,0.471216586,189.0610374,-1.04e-12,2.19e-09,3.98e-09,1.5e-08,1.42e-09,4.73e-09,-3.8e-10,-7.93e-09,-4.34e-10,4.4e-09,5.07e-09,5.88e-09,-6.77e-10,-8.04e-11,2.6e-12,-7.86e-09
33,F,Imperial,200,0.000496549,-8.564815956,-0.648853465,3.811472485,-5.679806449,-8.465995047,-13.23078706,-12.1235418,-7.821733126,-5.970447282,3.0899413,-10.01628615,-2.152106954,0.110249851,0.463745238,192.3512496,-9.21e-14,3.9e-09,2.6e-09,2.72e-09,1.06e-08,7.25e-10,-2.71e-09,-1.39e-11,-2.36e-09,-1.92e-09,-7.91e-09,3.26e-09,-1.22e-08,-5.78e-11,-1.72e-10,-6.37e-09
33,F,Imperial,500,0.000357548,-9.160884289,-3.994643741,3.192739114,-7.294869448,-9.454733999,-11.70937633,-12.59968136,-7.161801405,-8.362195403,2.331069849,-11.34968946,-3.219514886,0.120790114,0.456906163,207.488331,-2.88e-13,-4.8e-10,9.2e-09,2.31e-09,-6.91e-09,2.47e-09,6.62e-09,-1.05e-08,-2.12e-09,2.64e-09,-7.72e-09,-1.85e-09,2.66e-09,5.06e-11,4.39e-11,-9.06e-08
34,M,Imperial,50,0.001789848,-9.056445503,4.505719197,8.682189037,1.001537733,-3.82388792,-9.344932313,-3.712960105,-6.318178927,-6.877039572,6.915853009,1.767186486,-9.22087947,0.112292237,0.324927015,153.6178939,1.47e-12,-3.2e-09,-2.82e-09,5.65e-09,5.73e-09,-9.07e-09,-5.03e-09,-1.36e-09,-5.56e-09,-9.02e-09,7.78e-10,3.28e-09,1.19e-09,-2.38e-11,-3.39e-11,4.5e-09
34,M,Imperial,200,0.000611438,-8.473914418,3.538903447,8.439702458,1.735431917,-7.303968399,-8.883562538,-5.966464189,-8.130805001,-6.200892774,7.522118605,1.375380472,-11.85404974,0.124671295,0.351037062,147.9023803,-1.08e-13,4.77e-09,1.41e-09,1.26e-10,-4.69e-09,-2.26e-09,1.56e-08,5.95e-09,1.31e-08,-1.2e-09,2.25e-09,3.45e-09,-1.02e-08,2.27e-11,1.11e-11,2.18e-07
34,M,Imperial,500,0.00031992,-8.26405453,2.788183403,8.057225358,2.463317323,-8.087366528,-7.878263715,-7.671749609,-8.815625411,-6.640469871,6.638290545,1.103553066,-12.56151326,0.110003415,0.339802499,154.6150172,8.71e-14,-1.85e-09,4.76e-10,1.33e-10,-7.54e-09,3.77e-09,5.35e-09,-8.13e-09,-8.5e-10,7.95e-10,7.48e-09,-2.29e-09,-5.5e-09,-6.51e-11,-3.69e-11,1.87e-07
35,F,Imperial,50,0.001387138,-7.94279036,2.009425218,5.347072247,-3.344077191,-9.429850346,-10.73028976,-5.130622117,-6.797590696,-8.685147948,-4.675824094,-2.223622632,-2.755952142,0.107874964,0.43167714,178.2256616,6.66e-13,3.63e-09,5.68e-09,5.35e-09,2.88e-09,6.05e-09,6.24e-09,3.14e-09,-6.59e-10,-1.3e-08,2.45e-09,-2.63e-09,-8e-11,6.65e-11,-1.99e-10,4.04e-08
35,F,Imperial,200,0.000591067,-8.917437692,-1.266874836,4.523306894,-5.627677531,-10.13200233,-10.63865636,-8.130698094,-5.924486298,-10.85519795,-5.380700857,-4.054878699,-2.970943472,0.114096529,0.456548725,194.359533,6.14e-14,-5.51e-11,1.22e-09,-4.26e-09,9.73e-09,1.23e-08,9.76e-09,-8.46e-09,5.81e-09,1.98e-09,1.05e-08,-2.7e-09,2.5e-09,-1.64e-10,1.48e-10,-8.36e-09
35,F,Imperial,500,0.000341945,-8.341080776,-3.164035031,3.903113558,-6.296184702,-10.2120366,-9.074221104,-7.890340889,-4.941942215,-11.67354439,-5.469846041,-6.443124361,-4.866053908,0.113745073,0.449697735,193.844637,6.2e-14,-2.8e-09,-1.2e-10,4.94e-09,5.63e-09,-4.22e-10,3.36e-09,-3.4e-09,-5.75e-09,-5.43e-09,1.07e-09,3.24e-09,-7.73e-09,5.68e-12,6.49e-11,-1.81e-07
36,M,Imperial,50,0.002060598,-9.680289702,1.926053825,5.069282739,1.253219983,-7.629439593,-8.626055462,-6.084654153,-4.12648246,-6.787610117,-1.293590334,-1.984464855,-7.342380247,0.110552019,0.376783359,187.6069081,-7.34e-13,-4.3e-09,5.87e-09,-7.21e-09,-7.42e-09,-3.17e-09,-3.28e-09,6.29e-09,6.78e-09,-3.25e-09,6.87e-10,-2.32e-09,3.08e-09,-1.47e-11,4.89e-11,-2.23e-07
36,M,Imperial,200,0.0008666,-9.690505289,1.730109811,3.884449134,0.55650795,-9.171336698,-8.972060543,-8.858770371,-4.215936431,-6.644024718,-0.365383261,-0.863428746,-7.344418592,0.119194725,0.350514904,150.9019467,6.75e-13,-6.28e-09,8.43e-11,-9.53e-09,-1.65e-09,9.01e-09,-1.01e-08,-4.94e-09,3.71e-09,6.52e-09,9.22e-09,-1.61e-09,-3.53e-09,5.13e-11,-4.9e-11,-1.39e-07
36,M,Imperial,500,0.000477718,-10.47809516,-1.762211767,3.105906382,-1.100025024,-11.31842931,-10.14132101,-9.239635972,-4.353952625,-7.313929023,-0.107640276,-1.857971557,-9.331521319,0.125770779,0.360430594,154.4397456,-5.81e-13,-1.07e-08,-2.76e-09,-1.08e-08,-7.19e-10,3.41e-09,1.16e-09,9.85e-09,2.5e-09,1.55e-08,-9.12e-09,6.77e-09,-1.33e-09,3.2e-11,6.7e-11,-7.32e-08
