Unique_Speaker,Sex,Location,Distance,pcm_RMSenergy_sma,pcm_fftMag_mfcc_sma[1],pcm_fftMag_mfcc_sma[2],pcm_fftMag_mfcc_sma[3],pcm_fftMag_mfcc_sma[4],pcm_fftMag_mfcc_sma[5],pcm_fftMag_mfcc_sma[6],pcm_fftMag_mfcc_sma[7],pcm_fftMag_mfcc_sma[8],pcm_fftMag_mfcc_sma[9],pcm_fftMag_mfcc_sma[10],pcm_fftMag_mfcc_sma[11],pcm_fftMag_mfcc_sma[12],pcm_zcr_sma,voiceProb_sma,F0_sma,pcm_RMSenergy_sma_de,pcm_fftMag_mfcc_sma_de[1],pcm_fftMag_mfcc_sma_de[2],pcm_fftMag_mfcc_sma_de[3],pcm_fftMag_mfcc_sma_de[4],pcm_fftMag_mfcc_sma_de[5],pcm_fftMag_mfcc_sma_de[6],pcm_fftMag_mfcc_sma_de[7],pcm_fftMag_mfcc_sma_de[8],pcm_fftMag_mfcc_sma_de[9],pcm_fftMag_mfcc_sma_de[10],pcm_fftMag_mfcc_sma_de[11],pcm_fftMag_mfcc_sma_de[12],pcm_zcr_sma_de,voiceProb_sma_de,F0_sma_de
55,F,Imperial,500,0.000355401,-8.354750473,0.491390192,4.609292644,-2.163620436,-11.91265373,-13.13768957,-5.889089871,-4.699441198,-6.677910949,-2.558635472,-6.812756712,-3.633067336,0.121045271,0.413662799,193.5834896,1.49e-15,-2.16e-09,-9.05e-10,1.38e-08,7e-09,6.65e-09,7.82e-10,1.01e-08,4.62e-09,-2.2e-10,-8.41e-09,-2.34e-11,-2.48e-09,-4.97e-11,4.91e-11,-1.88e-07
56,M,Imperial,50,0.002105006,-8.080833138,1.793822904,11.03719708,3.909274463,-8.64354329,-10.22004779,-5.641525259,-0.409899858,-3.528685686,-5.092864261,-0.90000361,-0.673821194,0.101887703,0.325849498,151.0411742,-1.75e-12,-2.92e-09,-1.71e-09,3.37e-09,8.65e-10,9.98e-09,-3.81e-09,-6.54e-09,1.37e-09,6.65e-09,6.42e-09,7.99e-09,4.82e-09,-6.73e-11,-2.73e-11,1.71e-07
56,M,Imperial,200,0.000861247,-7.911270757,-1.90993818,11.08782579,3.550529494,-13.37323486,-9.133903066,-6.505867147,-1.023403894,-3.896620218,-5.776478428,-2.978834072,-1.746310486,0.113445179,0.337638271,221.6480414,-2.75e-15,8.08e-09,-4.67e-09,-9.95e-10,6.76e-09,-6.88e-09,4.41e-09,-2.32e-09,4.4e-09,4.97e-09,6.06e-09,-3.4e-09,-7.06e-09,-7.32e-11,-1.09e-10,6.19e-08
56,M,Imperial,500,0.000579164,-9.525059433,-5.511533818,11.08355897,2.00410389,-18.04896118,-7.716814281,-8.461010518,-2.240045715,-3.927999756,-6.402599324,-6.047389397,-2.96340966,0.121355779,0.349136741,168.4729853,-2.51e-13,-3.63e-09,-7.19e-09,-5e-09,2.94e-09,-1.59e-09,1.66e-09,6.68e-10,2.96e-09,2.78e-09,2.43e-09,-7.06e-09,8.28e-09,-4.28e-11,-1.69e-10,-3.14e-07
57,F,Imperial,50,0.001760685,-9.856986547,1.769829009,3.590618613,-3.039163188,-8.159885865,-11.75161591,-8.211333889,-6.352322786,-3.309113148,0.13822463,-5.21611379,-2.614295876,0.104102974,0.427241056,216.2840038,9.46e-13,-3.34e-09,-1.3e-09,-4e-09,3.23e-09,2.82e-09,1.57e-08,5.79e-09,8.54e-09,6.36e-09,3.92e-10,-7.69e-10,3.76e-09,1.07e-10,3.08e-11,-1.4e-07
57,F,Imperial,200,0.000861992,-10.11650635,-0.356111678,2.670380082,-3.867878809,-12.51969924,-11.34367503,-7.289987217,-8.048943207,-3.362492509,0.307783403,-7.519011794,-2.719512336,0.121579089,0.41976119,220.0046744,9.48e-14,-1.81e-09,4.11e-09,6.68e-09,1.15e-08,-2.43e-09,3.9e-12,-3.23e-09,9.08e-09,-8.33e-09,-5.69e-09,3.13e-09,3.35e-09,4.81e-11,8.23e-11,5.91e-08
57,F,Imperial,500,0.000461573,-9.814873197,-1.754451782,1.78108574,-4.094438542,-13.93385564,-9.600695703,-7.676613174,-7.96735292,-4.380156662,0.930244132,-6.691017337,-3.549794523,0.123127088,0.412587792,203.9391274,-3.68e-13,2.4e-10,-1.53e-09,-2.58e-09,1.12e-08,-7.4e-09,-1.08e-08,5.67e-10,-4.86e-10,1.42e-10,7.83e-09,-3.04e-10,1.79e-09,1.31e-10,3.02e-11,4.62e-08
58,M,Imperial,50,0.001867834,-9.439634206,3.009206018,10.49592564,1.779595608,-10.75005147,-15.17407737,-2.575085236,2.670508595,-1.433220946,-4.251635781,2.143853447,-6.466709879,0.109460496,0.302425505,198.2656882,2.43e-12,-4.86e-09,3.16e-09,-3.6e-09,2.61e-09,-8.89e-09,6.2e-09,3.51e-09,-1.26e-08,5.19e-09,-1.32e-08,-5.61e-09,5.09e-09,-9.63e-11,-4.78e-11,2.34e-07
58,M,Imperial,200,0.000741216,-8.410325183,1.887787477,9.984089769,3.301850755,-12.69136508,-15.18909015,-2.973332357,2.96777798,-1.523464957,-3.467462525,1.445120274,-7.791983002,0.116216638,0.322868248,198.2184213,-3.65e-13,5.55e-09,-1.53e-09,-5.4e-09,-4.53e-09,-3.67e-09,-1.58e-09,-5.01e-09,-1.06e-08,-7.98e-09,2.13e-09,3.35e-09,-2.99e-09,-8.39e-12,-2.66e-12,-3.65e-07
58,M,Imperial,500,0.000386461,-8.10311122,2.137204141,9.545355238,3.122224223,-16.11467699,-15.12622831,-3.022143411,3.469349622,-1.358815051,-2.766719844,-0.898460963,-9.009605647,0.111217776,0.335404644,187.1501823,-4.29e-14,-1e-09,-4.97e-09,-2.67e-09,-8.35e-10,6.34e-09,-1.06e-08,-7.77e-09,-7.6e-11,8.82e-09,-8.87e-09,6.4e-09,-1.62e-09,-2.75e-11,-2.58e-11,1.21e-07
59,F,Imperial,50,0.001858435,-9.317809432,2.636396663,3.558003943,-6.618060852,-5.249203679,-11.35824255,-5.984439988,-9.062687001,-9.277233025,-1.599197975,-8.926345141,-3.564058198,0.10822187,0.442724879,199.940897,-2.34e-12,-4.51e-09,7.66e-09,-8.7e-10,8.19e-09,7.86e-09,-4.45e-09,-7.58e-09,3.84e-10,-5.74e-09,2.71e-09,8.14e-09,4.65e-09,-4.31e-11,8.04e-11,-4.78e-08
59,F,Imperial,200,0.000675244,-9.083589961,-0.669059029,2.8515326,-5.254323797,-6.928495453,-8.752690842,-10.05118067,-6.612342503,-9.477920023,0.731203388,-8.400049724,-2.176663434,0.110741586,0.435685385,195.7277931,-3.37e-13,-3.02e-09,-3.09e-10,3.32e-09,-6.01e-09,-2.22e-09,1.08e-08,4.35e-09,1.53e-08,-4.7e-09,8.35e-09,-4.24e-09,1.33e-09,-1.06e-10,4.27e-11,2.07e-08
59,F,Imperial,500,0.000394736,-8.282176876,-0.709547031,1.632122211,-4.724745106,-9.333375801,-6.620411576,-9.591255026,-7.150679652,-11.42731089,0.080732669,-10.22120996,-6.995796649,0.120334777,0.441354683,199.200034,-1.92e-13,5.46e-10,-1.92e-09,-3.65e-10,-4.51e-09,-1.82e-10,-5.27e-09,8.5e-09,-5.64e-09,1.37e-09,-7.99e-09,6.83e-09,-6.12e-09,-2.55e-11,5.34e-11,-4.08e-08
60,M,Imperial,50,0.001914998,-7.520281478,-1.778120352,8.844462926,-1.485452622,-9.529330424,-7.828275048,-8.925248861,-5.115798525,-3.028733764,-2.045516702,7.282399166,-7.406739463,0.110659313,0.348610838,174.4170108,5.11e-12,2.37e-09,8.63e-09,-3.16e-10,2.21e-09,8.37e-09,1.05e-08,-4.89e-09,7.97e-09,3.96e-09,3.62e-09,7.76e-09,1.97e-09,-7.16e-12,-1.95e-10,1.05e-06
60,M,Imperial,200,0.000857197,-8.776818669,-5.099333873,9.533913165,-1.545546609,-12.42854726,-4.322080254,-11.78423911,-3.637786298,-1.836961063,-3.721595862,5.449290998,-5.422793467,0.119548077,0.334106627,241.3397362,-5.29e-14,2.02e-09,-5.98e-09,1.62e-09,-4.8e-09,4.52e-09,-4.31e-09,2.28e-09,-1.88e-10,7.57e-09,-5.33e-09,-1.46e-09,-8.15e-09,-4.79e-11,-1.45e-10,2.03e-06
60,M,Imperial,500,0.000573803,-8.66901089,-8.573043371,9.180919718,-3.040617122,-16.39313618,-4.470342894,-13.29393221,-5.307892313,-1.950047827,-4.339130509,4.190318571,-7.046578815,0.12719518,0.352108479,220.3000623,-3.29e-13,-3.35e-11,4.41e-09,-4.98e-09,-6.12e-09,-8.59e-10,8.93e-09,6.14e-10,-9.54e-11,4.05e-09,7.31e-10,-8.89e-09,-1.34e-09,1.13e-11,7.8e-11,4.67e-07
61,F,Glasgow,50,0.001896947,-10.08206763,-0.400953953,3.919862876,-6.418041045,-2.548955717,-15.91548376,-2.658091066,-3.948379944,-6.456110262,-1.905650472,-6.427267709,-6.155568622,0.119214061,0.392870195,169.1663086,-4.88e-12,-4.67e-10,-1.85e-09,9.06e-10,-2.45e-10,-2.04e-09,3.16e-10,-7.2e-09,-3.07e-09,-5.86e-09,1.02e-08,3.07e-09,-8.12e-09,2.87e-11,-8.67e-11,7.8e-08
61,F,Glasgow,200,0.000848943,-11.03797436,-2.035127384,2.670161666,-6.340806094,-4.990436328,-11.51456292,-3.419648041,-6.440111732,-9.692504072,-2.27002905,-4.414385359,-4.958481505,0.123626405,0.386436978,170.4709118,3.13e-13,5.39e-09,3.33e-09,1.08e-09,1.25e-08,1.54e-10,7.7e-09,7.81e-10,-1.15e-09,-2.92e-09,-8.64e-09,-2.46e-09,-5.48e-10,-4.04e-11,1.18e-10,-4.22e-08
61,F,Glasgow,500,0.000466259,-10.14094119,-3.047631633,1.474510939,-6.573059233,-7.099571895,-12.03736356,-5.246930246,-5.461945024,-9.758835834,-1.310756925,-7.29414156,-8.103378691,0.127948895,0.375119242,169.5959342,-4.31e-13,2.75e-09,-3.65e-09,-1.41e-09,-1.96e-09,-2.39e-09,1.12e-08,5.62e-09,8.6e-10,-5.55e-10,-2.22e-09,-4.63e-09,2.59e-09,3e-11,-1.4e-10,-1.04e-07
62,M,Glasgow,50,0.001714045,-6.370758989,2.861164878,12.98092848,0.589881835,-2.25339309,-5.193373422,-6.879008049,-3.892522311,-6.649454789,2.982079844,1.089763574,-6.560243163,0.107938659,0.331038393,185.9543996,-8.83e-14,9.54e-09,-1.47e-09,1.32e-10,-4.73e-09,-6.87e-09,1.04e-08,3.62e-09,7.26e-10,1.81e-08,3.53e-09,-4.78e-09,1.22e-09,2.88e-11,1e-10,-3.47e-07
62,M,Glasgow,200,0.000635366,-5.895601882,0.628054838,12.66229165,1.463931213,-3.794513876,-4.143181145,-6.982230854,-3.573111758,-5.298382261,5.34042167,0.292323682,-5.584394525,0.108774266,0.323929996,192.624025,7.41e-13,-4.96e-09,4.03e-10,4.21e-09,-2.77e-09,2.96e-09,-4.42e-09,9.92e-09,-5.59e-09,-1.41e-08,-4.99e-09,-3.2e-09,3.29e-11,1.92e-11,-6.19e-11,-3.17e-07
62,M,Glasgow,500,0.000411159,-6.5116751,-2.039133423,13.06359803,3.279834638,-5.514194119,-2.411633494,-8.461079766,-2.296977114,-2.717230632,5.044904868,-0.278681556,-6.395736277,0.113038212,0.30299646,203.779593,-2.2e-13,-7.21e-09,-2.46e-09,-2.96e-09,-7.77e-09,7.9e-09,-2.66e-09,2.95e-09,3.32e-09,-7.11e-09,-6.48e-09,3.07e-09,-2.08e-09,1.74e-12,6.87e-11,-2.24e-07
63,F,Glasgow,50,0.001544479,-8.060870357,-3.172672515,4.533579087,-6.90823171,-11.56825801,-11.00275478,-7.466593839,-4.875760234,-7.03173789,-4.806371663,-7.408188914,-4.880992977,0.111700411,0.391958302,169.6199594,-8.42e-13,3.7e-09,-3.91e-09,-3.53e-09,-1.68e-09,5.83e-09,-9.28e-11,-1.1e-10,-3.3e-09,1.22e-08,5.66e-09,4.12e-09,-2.49e-09,1.79e-11,5.18e-12,-5.2e-08
63,F,Glasgow,200,0.000702138,-8.364795277,-5.817344867,4.589540773,-8.160230245,-13.25549703,-11.58334666,-7.717906182,-3.389035588,-7.012372551,-3.446763749,-9.048467045,-3.916314212,0.114099563,0.427279591,183.8991056,-6.96e-13,8.46e-10,-3.69e-09,2.19e-09,-5.03e-09,-1.64e-10,2.97e-09,-8.89e-10,-1e-08,-3.53e-09,2.38e-09,1.81e-09,-1.4e-09,5.75e-11,1.72e-10,-2.93e-08
63,F,Glasgow,500,0.000404088,-8.659573175,-5.38629116,3.030185595,-7.231194112,-13.53947957,-11.33538426,-8.324073943,1.113582334,-6.602434294,-4.832728997,-9.622954284,-2.449176815,0.113738238,0.445922084,206.2816987,1.45e-13,-1.54e-09,9.69e-10,5.92e-09,2.99e-09,-1.14e-08,-3.69e-09,2.21e-10,-3.7e-09,8.55e-09,-6.41e-09,5.45e-09,5.93e-09,-6.27e-11,3.08e-11,-2.1e-07
64,M,Glasgow,50,0.001248942,-7.131464474,4.687801329,8.080380333,2.016038341,-7.008796913,-8.128903666,-0.333406324,-2.983126112,-5.884971657,1.891138714,0.423160811,-2.282326888,0.102390513,0.323852828,126.9244075,-2.17e-12,1.12e-09,-7.31e-09,-8.92e-10,1.21e-08,-5.24e-09,-2.9e-10,-4.28e-10,5.07e-09,1.88e-09,-2.06e-10,1.38e-08,-3.04e-09,-1.42e-10,8.02e-12,-1.76e-07
64,M,Glasgow,200,0.000653421,-7.806730856,2.55368129,8.397659939,2.562088993,-11.28603853,-4.920803832,-2.56895373,-3.985010635,-4.300337071,1.004123535,2.078067959,-2.757186435,0.110542932,0.312304542,142.262887,-3.63e-13,-6.6e-09,3.59e-10,-1.33e-09,-2.59e-09,-4.21e-09,-2.9e-09,4.11e-10,-1.43e-08,7.51e-09,3.88e-10,-1.03e-09,9.53e-10,1.92e-10,8.81e-11,-5.92e-08
64,M,Glasgow,500,0.000412506,-8.027432088,0.290819921,6.466967589,0.430507642,-13.02287477,-7.081617715,-3.93015334,-4.755190914,-6.456060466,2.213583406,-2.894339572,-3.002936819,0.12032454,0.333230542,193.3726121,3.27e-14,-9.42e-10,-4.27e-10,3.83e-09,-3.68e-09,5.8e-09,-1.23e-08,-3.05e-09,1.37e-09,-1.42e-08,7.66e-09,-3.43e-09,4.83e-09,4.17e-11,-1.97e-11,-1.08e-06
65,F,Glasgow,50,0.00267458,-12.79508806,0.905350318,4.899945945,-5.757996342,-8.433999219,-13.56909461,-10.26340469,-5.213402363,-5.104166463,-8.481318924,-7.213834722,-3.77304932,0.125733246,0.397040101,176.2767252,1.94e-12,4.43e-09,8.99e-11,4.13e-09,-1.66e-08,2.43e-09,-5.35e-09,2.83e-09,-5.68e-09,-1.74e-09,-9.96e-09,-3.45e-09,-4.21e-09,-1.01e-10,-1.46e-10,1.12e-07
65,F,Glasgow,200,0.001059041,-13.43254823,-1.016982148,2.426521946,-6.29901225,-9.652675962,-11.57242418,-11.56865875,-5.224233288,-6.271922696,-5.54713122,-9.330171231,-3.758286679,0.131831592,0.355847314,174.3691952,1.99e-12,7.91e-10,2.78e-09,-4.4e-09,1.38e-08,-7.06e-09,3.42e-09,-9.81e-10,-1.18e-09,1.89e-09,2.67e-09,-5.23e-10,-3.66e-09,-8.78e-11,-4.56e-11,4.34e-08
65,F,Glasgow,500,0.000526777,-12.5359708,-0.613718963,2.413653784,-5.689748123,-9.65418399,-9.322488068,-11.44508499,-6.005682847,-6.562192251,-4.393031567,-10.40138433,-4.588346306,0.13532909,0.3686403,184.7382247,2.97e-14,-6.36e-09,-1.47e-09,7.97e-09,5e-10,2.84e-09,3.56e-09,5.84e-09,9.16e-10,-2.69e-09,1.27e-08,-1.55e-08,-6.76e-09,-1.15e-10,3.75e-12,1.34e-07
66,M,Glasgow,50,0.001422649,-8.206876145,5.557829364,7.909924177,0.910650589,-1.933939614,-2.391334983,-1.258680419,-2.049471532,-5.114940127,2.304616224,5.426149956,-1.25304811,0.107171374,0.304054087,240.9509271,-1.02e-12,-6.37e-10,1.95e-09,-9.13e-09,-1.14e-08,9.25e-10,-1.62e-08,-8.3e-09,4.89e-09,4.37e-09,3.4e-10,-3.34e-09,5.15e-09,-4.09e-11,-1.23e-10,-1.39e-06
66,M,Glasgow,200,0.000563962,-8.002734702,5.348584965,8.2544155,0.776420041,-1.598056439,-2.806634384,1.141365008,-3.883298082,-4.746458991,3.018739177,4.808335633,-1.243739982,0.108377315,0.277200632,205.0344765,-1.26e-13,3.94e-09,7.65e-09,-1.82e-10,-2.57e-09,-1.09e-08,-8.39e-11,6.83e-10,4.99e-09,-1e-08,7e-10,3.09e-09,3.74e-09,-1.33e-10,-9.29e-11,2.42e-07
66,M,Glasgow,500,0.000315448,-6.882701595,4.130921468,7.083098737,1.372254796,-4.039093161,-0.427926963,0.531699518,-3.821614658,-5.372203164,5.997313599,4.795083805,-2.294382586,0.122864254,0.2846077,260.3540357,-3.51e-14,-4.87e-09,-5.68e-09,1.81e-09,2.33e-09,-1.17e-08,7.65e-10,-1.44e-08,1.63e-09,1.56e-09,-1.06e-08,-3.61e-09,3.41e-09,-2.12e-11,-1.32e-10,-7.42e-07
67,F,Glasgow,50,0.001606576,-9.623773916,1.548391074,7.514210181,-2.913799973,-6.248841718,-16.93419291,-6.807979805,-2.190455188,-2.106200823,-3.372021581,-3.33221014,-3.722935879,0.117254703,0.334794198,130.481203,-3.08e-12,-9.68e-09,-1.91e-09,2.94e-10,-7.12e-09,-3.81e-09,-1.39e-09,-7e-09,-1.07e-08,-2.38e-09,-1.13e-09,9.75e-09,1.03e-10,3.66e-11,-4.23e-11,1.74e-07
67,F,Glasgow,200,0.000591687,-8.88793304,-1.817732463,5.406143041,-3.957197015,-6.760968476,-14.41450033,-6.147087646,-1.769813856,-3.138419155,-0.518567837,-5.031797686,-4.720840885,0.10502275,0.391881867,171.0875252,-4.98e-14,-3.64e-09,6.83e-09,8.62e-09,-7.01e-09,1.15e-08,-3.24e-09,-1.75e-09,4.69e-09,9.26e-09,-2.27e-09,-1.21e-08,1.03e-08,9.7e-12,-1.85e-11,8.15e-08
67,F,Glasgow,500,0.000393313,-9.418873839,-3.4620198,2.297482825,-6.582598839,-10.49367846,-17.65890069,-8.355089338,-5.31802085,-4.245914453,-4.037031265,-10.18653397,-7.181538989,0.108775404,0.419166453,195.6369927,-2.88e-13,-7.51e-10,-3.68e-09,-4.09e-09,-8.54e-10,-2.65e-09,-5.17e-09,-3.79e-09,2.15e-09,2.73e-09,9.76e-10,1.38e-08,-2.64e-09,6.62e-12,-5.11e-11,2.09e-07
68,M,Glasgow,50,0.002136819,-9.051191562,5.205234007,8.843138734,2.13466199,-2.345501474,-5.390995703,-2.426690703,-0.564060709,-4.526696934,-2.050380252,2.777435374,-4.810610824,0.109679635,0.281105476,144.6152841,-5.65e-13,2.85e-10,3.58e-10,7.16e-09,-6.15e-10,8.46e-10,-1.04e-09,5.31e-09,1.05e-08,6.81e-10,4.31e-09,1.21e-09,1.57e-09,4.9e-11,-3.05e-11,4.76e-07
68,M,Glasgow,200,0.000707785,-7.087595272,1.145136067,10.08066447,1.583312963,-6.659503167,-3.917721131,-5.336650784,0.110041161,-3.436561944,-1.180231336,2.763134749,-7.031721582,0.110753338,0.289789296,135.6636735,1.64e-13,-9.85e-09,-2.61e-09,-7.17e-09,-1.62e-08,-5.16e-09,-1.13e-10,5.33e-09,1.79e-09,2.6e-09,-3.43e-09,1.94e-09,-4.83e-09,-1.43e-10,-6.21e-11,-7.14e-08
68,M,Glasgow,500,0.000456058,-7.767764665,-0.626367498,9.787532605,1.476167527,-10.18843292,-2.263223241,-5.453145173,-0.464900368,-2.991789324,-1.24354593,1.912987104,-5.891512935,0.121833488,0.292442097,164.8132455,-4.12e-13,3.83e-09,-3.94e-09,2.26e-10,-5.31e-09,-5.8e-09,1.12e-08,1.25e-08,6.07e-09,-9.5e-09,-4.37e-09,-5.14e-09,-6.36e-09,-2.23e-12,1.28e-11,-1.27e-06
69,F,Glasgow,50,0.001884194,-10.05868475,3.553110507,0.093263677,-0.575482748,-12.49134864,-8.228916238,-5.772633829,-2.823759918,-6.639970052,-8.62905492,-3.549281011,-8.105859816,0.113917959,0.387328486,164.7771565,-3.13e-13,-3.04e-09,2.19e-09,-5.41e-09,4.84e-09,5.69e-09,2.47e-09,2.53e-09,-1.17e-09,-2.4e-09,-2.79e-09,-3.42e-09,-8.43e-09,-2.7e-11,7.26e-11,-9.94e-08
69,F,Glasgow,200,0.000797149,-10.40981173,0.90694155,1.804584842,0.583401061,-15.76210975,-7.060596109,-6.369322209,-0.132343067,-6.713439757,-8.492449004,-6.240443401,-10.4464692,0.118304521,0.395901609,165.5473398,-6.95e-13,-5.1e-10,1.77e-09,-5.79e-09,-2.56e-09,1.23e-09,1.96e-09,-1.59e-09,-4.15e-09,2.2e-09,-8.99e-09,4.37e-09,-7.88e-09,9.6e-11,5.52e-11,1.04e-07
69,F,Glasgow,500,0.000458828,-10.35883852,-1.390779447,0.52058952,0.126912724,-17.55651339,-7.541600622,-7.586796032,-0.088137867,-7.624034467,-8.240415898,-6.874768848,-10.06443107,0.115703293,0.392372529,174.2827118,2.84e-13,2.89e-09,8.28e-09,3.77e-09,9.01e-10,-1.35e-09,-9.87e-09,1.3e-09,6.44e-09,-2.7e-10,4.92e-09,-7.02e-09,1.07e-09,-8.35e-11,-1.07e-10,-5.06e-08
70,M,Glasgow,50,0.001597468,-6.948643049,-1.269629937,8.389865056,-1.075970324,-2.459545149,-6.94460174,-11.31458489,-7.493226484,-0.098697867,-1.157076473,2.426129338,-1.431831706,0.121739083,0.291315496,177.5883,-8.11e-13,-3.98e-09,-3.89e-09,-2.78e-09,7.19e-10,-2.24e-09,6.49e-09,1.7e-09,-7.63e-09,8.08e-09,-2.06e-09,-5.21e-09,2.46e-09,-3.45e-11,1.88e-11,5.92e-16
70,M,Glasgow,200,0.000685039,-7.898168118,-0.056509954,8.588520257,-0.48121564,-4.164776912,-5.305654272,-13.51165221,-5.346156734,-1.921634188,-0.199663886,2.791470004,-5.005308837,0.119736126,0.304506313,234.4606985,4.34e-13,-5.77e-09,3.1e-10,-3.85e-10,-3.82e-09,-6.24e-10,7.18e-09,-1.94e-08,-4.21e-09,-1.16e-10,7.52e-09,1.39e-08,-9.17e-10,-1.04e-11,-3.46e-11,1.85e-06
70,M,Glasgow,500,0.000387616,-7.342742952,-1.034933801,8.991158307,-0.212591094,-5.555773751,-3.206554406,-13.52949058,-4.947044456,0.001099686,-2.447630794,2.075700134,-6.865011571,0.126340994,0.305817102,179.4027282,-1.94e-13,2.5e-09,-1.53e-09,4.67e-10,-2.49e-09,-1.05e-08,8.89e-09,2.13e-09,2.22e-10,-3.07e-09,-2.04e-09,6.23e-09,8.11e-09,4.22e-11,-1.21e-11,2.34e-07
71,F,Glasgow,50,0.001501188,-9.202969537,-0.494587096,1.007589913,-3.242483172,-7.31663523,-6.18771897,-4.656399605,-6.168093512,-12.66021207,-9.144209377,-6.005768876,-6.378381531,0.119198137,0.404772946,180.5755036,-2.84e-12,-5.76e-09,3.66e-09,5.63e-09,-8e-09,-7.98e-09,8.38e-09,-4.83e-09,-6.93e-09,-1.51e-09,-6.18e-09,5.2e-10,-3.98e-09,-6.94e-11,1.26e-10,4.32e-08
71,F,Glasgow,200,0.000703821,-9.679559949,-0.729345299,1.723727247,-4.651237363,-9.241323584,-6.31082599,-7.201784607,-8.579632062,-12.53586239,-9.84397846,-6.41002564,-6.845599142,0.121751974,0.409873451,210.1994839,-3.23e-13,-3.32e-09,-2.6e-10,4.97e-09,1.8e-09,-2.53e-11,-5.52e-09,6.19e-09,-4.26e-09,5.18e-10,-7.02e-09,-3.09e-09,2.58e-09,-2.93e-11,3.46e-11,9.25e-08
71,F,Glasgow,500,0.000363184,-9.099942008,-3.125942805,0.269653603,-4.120977777,-9.177206812,-5.650746896,-7.272009945,-8.142546361,-12.36518483,-7.342983509,-8.014637354,-6.280888646,0.130415152,0.412985103,207.7751504,-3.09e-13,-8.61e-09,1.73e-09,6.83e-10,-5.82e-09,-6.44e-11,-8.61e-09,6.85e-09,3.3e-09,3.09e-09,-7.51e-09,-1.44e-08,-4.96e-09,-4.05e-11,-1.7e-10,4.13e-08
72,M,Glasgow,50,0.001785814,-7.151470648,0.595178806,6.809398794,0.3073131,-0.882169451,-6.385957164,0.814138809,-3.485540396,-5.050314137,1.722544291,2.646882423,-5.000398171,0.115129286,0.309044619,108.012949,-1.14e-12,-3.91e-09,-3.2e-09,7.04e-09,-7.16e-09,-5.51e-09,-3.1e-09,2.58e-09,5.18e-09,1.11e-08,1.99e-09,1.66e-09,-4.19e-09,-1.35e-10,5.97e-11,-1.89e-07
72,M,Glasgow,200,0.000763415,-7.422578955,-1.018747754,6.180526699,0.251844212,-5.686906848,-2.759449225,-5.970741959,-1.882449904,-7.0958212,-0.506167052,3.101273047,-6.052162444,0.119334245,0.300737121,92.71535231,-5.4e-13,-7.79e-09,-8.58e-10,-3.84e-09,-5.43e-09,8.91e-10,2.93e-09,4.83e-09,3.4e-09,-6.24e-10,-1.12e-09,8.57e-10,3.03e-09,-4.49e-11,-3.78e-12,-2.75e-07
72,M,Glasgow,500,0.000506246,-8.718564089,-4.202194261,8.632252905,-2.080480212,-9.223641847,-3.433540356,-8.497784837,-4.111752312,-5.580406207,-1.732262899,2.587049193,-6.888824229,0.123172203,0.315531552,116.02424,2.41e-13,-1.66e-09,-9.13e-10,-7.09e-09,7.61e-10,6.08e-10,-6.37e-09,5.43e-09,-1.72e-09,-4.39e-09,-7.27e-09,-1.32e-08,1.33e-09,-4.55e-11,7.1e-11,4.34e-07
73,F,Glasgow,50,0.00190796,-8.625969451,-3.558290248,4.657030677,-7.216632973,-6.784978459,-10.82295919,-10.67189731,-4.371347351,-5.585229746,-8.097675793,-6.262630097,-6.753402291,0.117205417,0.415327081,184.8194633,5.35e-13,-1.26e-09,2.82e-09,8.98e-10,2.11e-09,1.48e-09,1.16e-09,4.71e-09,7.98e-09,7.84e-09,7.33e-09,-7.71e-09,2.25e-09,-8.22e-12,-2.32e-10,1.06e-07
73,F,Glasgow,200,0.000849579,-9.836865895,-5.325209766,4.966135305,-9.916122501,-8.132962573,-10.03012275,-11.2914193,-4.785951228,-6.224192216,-7.326021481,-7.700579694,-6.917448317,0.122968231,0.408789686,191.5248353,2.16e-14,-9.95e-10,-5.2e-09,5.25e-09,1.84e-08,-4.53e-09,-3.88e-09,8.96e-09,-8.76e-09,-9.8e-09,-2.41e-09,-3.49e-09,-4.66e-09,-7.75e-11,-4.05e-10,7.25e-08
73,F,Glasgow,500,0.000485504,-9.974196607,-5.527228894,4.151375445,-10.67787937,-7.340533987,-12.12251371,-10.27320497,-4.276683004,-5.71645566,-6.214409742,-9.982697771,-5.927438821,0.119535944,0.416211521,207.7134082,-1.78e-13,3.86e-09,-3.48e-09,9.29e-10,4.41e-09,-5.86e-09,-3.44e-09,4.74e-09,1.87e-08,3.6e-09,6.42e-09,1.14e-09,-3.26e-09,8.66e-11,6.83e-11,-3.42e-08
74,M,Glasgow,50,0.00222254,-9.131698945,1.894837652,7.384335118,0.933126785,-2.419334656,-7.004159768,-0.572062224,-4.945597945,-1.793631021,-3.743042976,0.2451657,-4.947003224,0.115404916,0.296666637,145.3497973,7.58e-14,4.99e-09,-8.28e-10,-3.09e-09,6.78e-09,2.56e-09,-4.63e-09,1.06e-08,2.63e-09,7.98e-09,1.17e-08,-2.28e-10,-5.69e-10,-7.43e-12,3.59e-11,1.29e-07
