Speaker,Sex,Location,Distance,pcm_RMSenergy_sma,pcm_fftMag_mfcc_sma[1],pcm_fftMag_mfcc_sma[2],pcm_fftMag_mfcc_sma[3],pcm_fftMag_mfcc_sma[4],pcm_fftMag_mfcc_sma[5],pcm_fftMag_mfcc_sma[6],pcm_fftMag_mfcc_sma[7],pcm_fftMag_mfcc_sma[8],pcm_fftMag_mfcc_sma[9],pcm_fftMag_mfcc_sma[10],pcm_fftMag_mfcc_sma[11],pcm_fftMag_mfcc_sma[12],pcm_zcr_sma,voiceProb_sma,F0_sma,pcm_RMSenergy_sma_de,pcm_fftMag_mfcc_sma_de[1],pcm_fftMag_mfcc_sma_de[2],pcm_fftMag_mfcc_sma_de[3],pcm_fftMag_mfcc_sma_de[4],pcm_fftMag_mfcc_sma_de[5],pcm_fftMag_mfcc_sma_de[6],pcm_fftMag_mfcc_sma_de[7],pcm_fftMag_mfcc_sma_de[8],pcm_fftMag_mfcc_sma_de[9],pcm_fftMag_mfcc_sma_de[10],pcm_fftMag_mfcc_sma_de[11],pcm_fftMag_mfcc_sma_de[12],pcm_zcr_sma_de,voiceProb_sma_de,F0_sma_de
004,F,Imperial,500,0.0005351221844123,-12.367608397658554,-2.2384877849853644,0.7227020696478051,-7.534900634848771,-9.66282560152293,-8.850077819019493,-13.718810118503418,-1.8868156315707336,-15.341654643375628,-1.432191720546342,-7.864163340380489,-3.768760547234141,0.1286430869617832,0.4248395769969805,233.0135788308457,-6.111749277507696e-13,-2.798542269318371e-09,3.1232264250270652e-09,-6.406705543930045e-09,-3.0417881474607267e-09,1.0495628758714092e-10,3.4047618855517487e-09,1.8198251063410198e-09,2.6200194368010916e-10,-7.686103049520056e-09,4.03304178575128e-09,8.853255596074871e-09,6.401360452672418e-10,-3.3329419741109736e-12,4.8366408765808966e-11,-2.9015879970017976e-07
004,M,Imperial,50,0.0020396892212851,-10.07700071072392,5.534781717374516,6.470954245115833,1.0828704527693045,-4.853534171930511,-12.682368945228774,-5.468909423146718,-8.15085417313707,-5.392370024295371,1.9264310573902528,-3.10542846475869,-7.815239271756751,0.1042804088917198,0.3496737577220073,184.9381738053097,-2.7354159500500922e-12,4.7857060556934705e-09,-2.049663791398213e-09,8.35830933903999e-09,-1.3362439864780318e-09,-8.308357326546185e-09,2.4115273800903473e-09,3.795389056263818e-09,1.3871277475462254e-09,-1.3831892397243688e-08,-4.366474536643747e-09,1.283900097017964e-08,5.473458200483341e-09,1.3095499594347408e-10,-4.481267877389642e-12,2.928143710096231e-07
004,M,Imperial,200,0.0008553965498217,-10.071480615355764,3.7261751914701935,5.422424675538456,0.2736747040413461,-6.612741088144231,-13.452840701736738,-8.728002481250007,-9.201481243649996,-5.642859197567308,3.823108297125481,-4.449768903819233,-7.933742227442302,0.1107639542183803,0.3334458479118544,184.87934310810812,1.429936812760645e-13,1.6958812265833431e-09,-8.973113031515957e-09,-2.288314155766038e-09,-1.080268197492677e-09,-1.6184003834232607e-08,-5.83908010757195e-10,-5.986590048775029e-09,-1.2789272047208794e-08,-1.2034482747068806e-08,1.3296934883254057e-08,-1.2713601541800066e-08,2.677203059178766e-09,9.202822941892347e-11,-7.022043647062472e-11,2.1785714251646283e-07
004,M,Imperial,500,0.0004917871061342,-10.306714618786692,2.62251099063601,5.131107274461839,-0.0483205899510762,-7.99639344420371,-14.015339884168291,-7.562290588158707,-7.484040085208412,-9.40093537074364,4.8049617596673135,-4.461490411731896,-9.19557233937378,0.1302244486797086,0.3296626472227313,181.372154375,-8.994347043857916e-14,3.361598440047866e-09,-3.707602338555327e-09,-3.776120870723497e-09,-3.5185186662652904e-10,3.754385967663513e-09,1.1378167612475333e-08,1.4883040876710047e-09,6.297270917467717e-09,2.995126701939394e-09,-1.0161793379360885e-08,-1.2536062384662486e-08,-4.609454199161348e-09,-3.4247047078893966e-11,-1.3601177080818775e-10,1.905263164079124e-07
005,F,Imperial,50,0.0024583647884823,-11.490265691093738,2.309268029140624,1.4191692636621098,-7.615818015791014,-6.931191395556639,-11.299585238764642,-6.508009636308596,-6.93403703219727,-9.256844483003905,1.2390781297558602,-7.485377013134768,-4.734433849742195,0.1174457863284805,0.4093996119433595,188.8498628859061,-1.1634202385605389e-12,1.3531128765011452e-09,2.2444552563241362e-09,6.488326763025108e-10,1.2931906615161097e-08,-2.7944552518686035e-09,-2.663424137529489e-09,4.9610898074472956e-11,-4.648443602586015e-09,-4.460894916698368e-09,4.377432436202567e-11,6.163424099723793e-09,-2.965661489960231e-09,-2.7879375421042977e-11,1.9495252882170607e-10,-1.306148149023871e-07
005,F,Imperial,200,0.0011963207331067,-12.155371983300393,-1.3189957155049397,0.0365347368181814,-10.49428717576086,-7.235776962088932,-10.080338157806327,-9.43748057397233,-6.898321067865615,-10.997548334268767,2.7014470330118603,-9.74133017858498,-7.206578570918969,0.1355975154658779,0.4078786027203047,202.8648762132354,-7.271456657191886e-13,-4.005905535873596e-09,5.6954724426403515e-09,-1.9243110240404927e-09,1.7293306969876926e-09,5.6279527517958304e-09,-3.869389771369884e-09,8.176181012544951e-10,-4.756889764198788e-09,4.294291304496323e-09,3.303149589137591e-09,-6.562007894520103e-09,-6.232480291241807e-09,-2.4947409632891767e-11,8.587767247383627e-11,3.248780483946627e-07
005,F,Imperial,500,0.0007037501702968,-14.30650420980393,-5.314662534595087,0.5386777601764708,-11.281264260676451,-8.191163515833333,-8.942228897499984,-12.348567790764712,-5.793031878499022,-13.5269728384706,2.423265141800001,-11.016319010892149,-5.374075722095094,0.1381005485059142,0.4210846550784315,233.57722727810665,3.5167090034160214e-13,-7.744140691125916e-10,-2.827148443628434e-09,-9.602343751892098e-09,1.2716503918966525e-08,8.940429671091545e-09,-8.447265546914804e-10,-2.9439453173045395e-09,-1.073242189674736e-08,2.231445311620233e-09,1.0878906200092586e-09,-3.4765625137826023e-09,2.8613281279798093e-09,-9.497362571857392e-13,-3.974608584083098e-12,5.342783740431126e-07
005,M,Imperial,50,0.0016505913332834,-6.706527719710702,3.7359491158341407,8.865810913924793,0.8417300871128245,-0.053186397174542,-7.258368615718412,-2.8926621466538114,-6.052797134734813,-11.819222141716477,2.6077385812275784,-0.1363348646465765,-7.365920159315323,0.1010843208016379,0.3644498219795626,180.9615874846627,-1.8295965403335304e-12,2.978866462390785e-10,1.0260326609361615e-08,1.0649375564996962e-09,1.1073967354384807e-08,-6.724303553388268e-09,4.3099903817743735e-09,-2.3102785511315462e-09,3.38011527234535e-09,-8.818443782115698e-09,-1.5561959583064243e-09,6.092219022378706e-09,2.8682036409717715e-09,-3.898559470918463e-12,1.1202590160350387e-10,-6.16033751005672e-08
005,M,Imperial,200,0.0006732639971331,-8.546561266983575,3.8832620120966186,7.641795170067641,-1.647797424483093,-3.7179602953458897,-11.54404740410994,-2.399841220608695,-3.7196884380307256,-11.308636848154606,3.54954639211594,-1.2764838148531394,-7.946136677178754,0.1110084948371248,0.3540153837487928,175.769228508772,3.966987490273829e-13,1.4780558437427444e-09,6.39364767310903e-10,2.4420596603345783e-09,-1.05870950975123e-11,-2.0077959548338367e-09,4.705486067254773e-09,5.129855649238593e-09,-6.275264677851211e-09,-5.209913348292761e-09,-4.296438884753198e-09,8.615014434374153e-09,1.8948026683659368e-09,8.155559713620559e-11,2.6585177970463886e-10,2.118497099672494e-07
005,M,Imperial,500,0.0003648631606578,-8.073876697330096,1.0887446290582514,5.003930269563101,-3.349333234970879,-6.890058252864083,-7.989931051689318,-2.485248665466017,0.8887431117999988,-7.141183432728155,1.5447099871485448,-3.683659915071848,-8.894636170019416,0.118820900502275,0.3434379940578836,213.4477606382979,-1.669419738202784e-13,-1.7301740923260075e-09,1.0682688584524222e-08,6.3209187544399454e-09,-9.306576253517638e-10,4.078336588466951e-09,3.322050310260437e-09,7.380947755468761e-09,-4.702901343125531e-09,1.7292069536422331e-09,1.471566729545909e-09,7.021276647882256e-10,-3.0135396598342513e-09,8.908190904204251e-12,7.277915556103e-11,-4.5177099256465786e-07
006,F,Imperial,50,0.0017467296669317,-7.832430820771283,2.874779723607657,8.009546619425826,-2.6932260354733963,-4.412566255354068,-11.857208099157884,-0.702483877219139,-1.8978388250985636,-12.058183333932991,-0.308617605923445,-3.623045793866032,-0.9592891211483252,0.0978897500946315,0.3940759833735813,161.22785148514853,1.0110738045709396e-10,-0.0008867561811195,0.0003485865462049,0.0003227576650853,-0.0002513465697248,-0.0002489144990512,0.0005434289857685,-0.0005994647111005,0.0006162280285578,-0.0005795945056926,0.0004155172163187,-0.0001618871831119,-8.46161954459233e-05,-2.1102462067038602e-07,3.8617355324633046e-10,1.6879581109699234e-07
006,F,Imperial,200,0.0006041126171959,-8.678330057971166,2.7812877887740384,7.077015113222117,-3.6056966612221184,-5.776826906433656,-11.256317225999991,-0.6734392277480769,-2.4191364395865387,-10.55364649425,-0.9257929470144224,-5.488707648326921,-1.7932787359509617,0.0996682608616924,0.3922860927202994,158.28089086330928,6.643368415682044e-13,-4.144019159775226e-09,7.275598098470107e-09,1.7157894464199379e-09,6.387559790190587e-09,-8.871770357018084e-09,-5.171291848061122e-09,6.310047843196776e-09,1.3889952160314229e-08,-7.883253572068243e-09,7.138755984371919e-09,2.586507177603008e-09,-4.401913800240125e-11,1.1416498887017559e-10,-5.244018717840252e-12,5.760638262862228e-08
006,F,Imperial,500,0.0003819192607427,-8.866316695774108,-0.5229155880915288,5.8656245838266745,-5.70793273697176,-7.960272412216154,-11.393248965443046,-3.0359918226971767,-2.4807239647467663,-10.790195135219069,-0.3016216004060366,-7.530567283709834,-3.7003025926484874,0.1176876728107371,0.3850502899617239,169.6661063320462,-6.659553874666383e-15,-2.475266750808966e-09,-5.85838981701419e-10,-3.302230830198306e-09,3.9786615765640004e-10,1.1225994214365176e-08,-8.692725505447528e-09,3.5160038916411235e-09,-6.023278341297584e-10,-1.3161978839244035e-09,-8.520853542356101e-09,4.834956361034513e-09,-1.748205624996799e-09,5.324880083792199e-11,2.0021168674075816e-11,-2.4252199458319305e-07
006,M,Imperial,50,0.0031615733103861,-8.091021734471154,5.184898797596149,5.671428227591347,-0.4439100590519239,-1.917674613091347,-3.6956912859105775,-1.5021603757307684,-3.0972081841730748,-9.805904562423091,3.3679139981942314,3.560250877422112,-1.9499608543586529,0.1074219009286626,0.3262792543053703,235.9870839393939,-1.1512992311140812e-12,3.039674952841107e-09,-5.061472278478977e-09,-7.550095620031329e-09,1.1940725726544783e-10,-4.9445506891814575e-09,-1.4404397863037126e-09,3.183556469219414e-10,-3.2755927548123597e-09,-6.2758126116222764e-09,5.939770553569277e-09,-1.7559273483531239e-09,-3.012810697226076e-09,-9.416267142592864e-12,1.15303015419844e-10,2.380952334338612e-08
006,M,Imperial,200,0.0012694122011743,-8.904143716346605,2.6334159933883527,4.657917718058247,-0.8083167376601947,-5.108818286846601,-4.391562900582526,-2.706660196254371,-7.082609140783494,-7.920129370330101,3.639650023087372,2.391881621539804,-1.4346944629417466,0.1110740842411283,0.3273137637607225,216.4680705555556,3.852239886849389e-12,-6.595183040775056e-09,2.928709045671553e-09,-4.376685924511479e-09,-1.1964836220965881e-08,-5.622350702572613e-09,-9.27543355780792e-09,6.181117519555516e-09,-6.321772649359598e-09,-1.903660887430261e-09,1.6377649299750415e-10,7.546242775808663e-09,-4.092485544635798e-09,9.611451586168382e-11,6.514801904515159e-11,-7.187500002392433e-07
