Speaker,Sex,Location,Distance,pcm_RMSenergy_sma,pcm_fftMag_mfcc_sma[1],pcm_fftMag_mfcc_sma[2],pcm_fftMag_mfcc_sma[3],pcm_fftMag_mfcc_sma[4],pcm_fftMag_mfcc_sma[5],pcm_fftMag_mfcc_sma[6],pcm_fftMag_mfcc_sma[7],pcm_fftMag_mfcc_sma[8],pcm_fftMag_mfcc_sma[9],pcm_fftMag_mfcc_sma[10],pcm_fftMag_mfcc_sma[11],pcm_fftMag_mfcc_sma[12],pcm_zcr_sma,voiceProb_sma,F0_sma,pcm_RMSenergy_sma_de,pcm_fftMag_mfcc_sma_de[1],pcm_fftMag_mfcc_sma_de[2],pcm_fftMag_mfcc_sma_de[3],pcm_fftMag_mfcc_sma_de[4],pcm_fftMag_mfcc_sma_de[5],pcm_fftMag_mfcc_sma_de[6],pcm_fftMag_mfcc_sma_de[7],pcm_fftMag_mfcc_sma_de[8],pcm_fftMag_mfcc_sma_de[9],pcm_fftMag_mfcc_sma_de[10],pcm_fftMag_mfcc_sma_de[11],pcm_fftMag_mfcc_sma_de[12],pcm_zcr_sma_de,voiceProb_sma_de,F0_sma_de
016,F,Imperial,500,0.0003610934624011,-9.869609184323265,2.3314502678325217,3.105139367195719,-3.189237339695229,-10.748982829688414,-6.758392205520947,-7.386998465511193,-8.828063794907507,-7.950936475657254,3.5196052811635874,-6.717130924615381,-5.366104554329116,0.1194476062693358,0.3693837712073995,173.11280567164198,-1.1806886474535842e-13,-4.0737149659610527e-10,-3.482056217885893e-10,-7.489253160997211e-09,4.135140626079272e-09,6.217264854148611e-10,-1.933074676008056e-09,1.8583899059937582e-09,-3.2861299788908526e-09,1.274490782909663e-09,7.436663435819656e-09,1.031425799717046e-08,-5.6735208578818644e-09,-9.165565223298634e-12,1.6655674101080788e-10,9.408921898024968e-08
016,M,Imperial,50,0.0026327228610166,-8.26479232943079,5.073933517243943,9.471932210096377,-1.228554583674735,-2.2435780377328167,-12.000436648712483,-1.18872813013359,-0.0121837320716359,-7.303172013339787,3.854833644407554,-2.528920383060894,0.2902885241239109,0.1058644240354867,0.3224271853822019,171.4379031914894,-1.1711133667222444e-12,1.3409221886347307e-09,1.1787704122439404e-08,9.253602139537157e-10,1.8808836263486838e-10,6.899135465424246e-09,-3.366954854758292e-09,3.3333333233067993e-09,1.0976657057783288e-08,-8.590778098366788e-09,-1.651296833781266e-09,-9.090297823635211e-10,-4.417665700470328e-09,-1.0535606206346283e-10,-1.1031985350750909e-10,2.53164557671978e-08
016,M,Imperial,200,0.0011612487140587,-10.015902952029125,2.2663542989815544,8.27556227348447,-1.208786690438835,-4.46614627478835,-12.06962837317184,-4.379156871142719,1.364146014468932,-6.758262393961164,3.815497807883495,-4.044339482456313,-1.236112013735923,0.1224139385796179,0.2990557378640776,184.3421036,2.107187858646784e-12,-4.039499057612296e-09,4.948747576333759e-09,6.234489387121124e-09,-1.0521772652090361e-08,-2.899807496994243e-10,6.0915221683467534e-09,1.1604074993769382e-09,8.856743737785371e-09,9.229287237581097e-10,-2.0572254345876848e-09,-7.058766877689538e-09,2.516377638428384e-09,-1.652728293742799e-11,8.767822766090249e-11,-2.466666665807477e-06
016,M,Imperial,500,0.0005626229900966,-9.71464338755674,2.748385726287101,8.908207185412234,0.5103742524209501,-6.102400385577112,-10.937351891367594,-5.070397325534431,2.668034386675072,-5.972647027895247,4.069598223452955,-4.978202709786614,-1.5058608415528612,0.1209952248444039,0.3149928416711928,163.48560764705883,4.0203661004823014e-13,3.499036606914502e-09,2.654624272917482e-09,1.8459344871540013e-09,1.198747578561618e-09,3.3005780273295126e-09,-4.307032746202357e-09,2.20616584343243e-10,1.466570326604568e-09,3.5154141275076724e-10,1.19836215185715e-10,4.421772661112954e-09,-4.4479768897147705e-09,-1.3962427711432335e-10,1.0846820839889495e-10,3.666666672911974e-07
017,F,Imperial,50,0.0011898653745493,-6.716561063184464,4.730150798957276,5.762343984029121,-4.159677480993589,-4.505403553890289,-14.350758058191362,-6.994395927525245,-6.850448832633008,-12.400397219932032,4.991029682660187,-7.1761629590679625,-4.172584800895147,0.1037363534231117,0.4982905277161591,192.6457586166009,-1.033941004173047e-12,6.369342359198961e-09,-1.960831727430504e-09,-6.185203110674366e-09,1.7059961267915482e-09,-4.349129588890649e-09,5.5174080652818815e-09,-4.496131537839698e-09,-1.0803384903081434e-08,-1.0904255309255476e-08,-6.127862688048314e-09,8.2030947904984e-09,-3.209671189868501e-09,-7.480938416417031e-11,4.337636790259514e-11,5.3532358234901725e-08
017,F,Imperial,200,0.0005474296670514,-8.120331468354117,0.2877797152182323,3.462892886391856,-6.789136233808931,-6.265655427429685,-14.104586658603283,-12.295770494645978,-7.413157549846753,-10.376644531934042,6.961296537788553,-9.72072484055286,-1.872872940508244,0.109533290234759,0.4703440807829225,189.1988269565217,-7.551965221669936e-13,-8.776811597252832e-09,-5.442511957481131e-10,-1.8921739208756718e-09,1.8608695631384158e-09,-2.3922705418071675e-09,3.5555555389447844e-09,-6.430212528155135e-09,-4.6205796864979454e-09,5.525120771097951e-09,6.089855069070619e-09,3.3122705447984012e-09,-5.9440579721309315e-09,-2.369869454150135e-12,1.0173079504436307e-10,5.4119981546159964e-08
017,F,Imperial,500,0.0003732333052755,-8.877441179038634,-3.363292829177781,2.6504776478830943,-8.606341227126567,-8.111653219977295,-13.020170560323674,-13.386794469980671,-6.918274232975836,-11.595031365642509,6.548248825651197,-11.113377560115,-2.1169188095980687,0.1186779665505004,0.4682283979499415,203.11270356818176,-2.399278252059648e-13,-5.197304923080944e-10,1.934552454760671e-09,-4.694321480107519e-09,-2.5014436872018166e-10,-4.771511086841795e-09,3.2021174033905915e-09,1.7285851717314306e-09,9.908084708030962e-09,3.994225339472297e-10,3.586987503325289e-09,-3.2064484992959446e-09,-8.605389800899713e-09,-5.869407950389112e-11,6.244357583511375e-12,5.5009174117762874e-08
017,M,Imperial,50,0.0018644945131681,-8.041648061391053,4.902643325516423,8.505909512305454,-0.3391348172373545,-2.714828284408556,-9.740047021507769,-2.686720462401751,-7.002259106455855,-11.574483710433835,11.348190373793754,1.614057404544748,-8.655494561974685,0.1106327743002731,0.3485721696449652,156.4485383838384,1.726110458681961e-12,-3.6812015554695533e-09,-4.2790698208082775e-10,-1.0110465116228774e-08,9.748062013062422e-09,-1.8779069677141523e-09,-8.99767443263596e-09,5.30523257161622e-09,-2.7811046599808747e-09,2.553294561568389e-09,5.099224797686721e-09,2.9331395304620873e-09,5.752906960551038e-09,-1.6629485975706123e-10,8.215913618459835e-11,2.7151515144759854e-07
017,M,Imperial,200,0.0006459654178112,-8.191206957680155,4.137322568512333,7.577117424896353,0.1539991669259626,-5.8870715056466025,-10.061877832270492,-6.230406040874627,-8.074701817601184,-10.150202599536026,11.404094519802564,1.537774003040474,-11.563945232862798,0.1257730540737033,0.3665593864067134,149.58600078124994,4.27756146014537e-13,-2.0904621436054092e-09,1.3215339109547167e-09,4.117994082953315e-09,-4.4336283014856395e-09,7.781514245047831e-09,8.986617497023111e-09,7.384464343336902e-10,7.379744340323972e-09,-1.2433628771766863e-09,-3.1267453057628304e-09,1.0776794467331052e-09,-5.296656831012487e-09,-4.122732572122021e-11,-3.732153423130895e-11,2.48317307365981e-07
017,M,Imperial,500,0.0003100011404741,-8.160681063060427,3.098474841269977,6.81469272467837,0.7978471064970762,-6.654917031793367,-9.178235112241708,-8.453834797962958,-8.362813826608186,-9.6274802388889,10.622639918767057,1.2722587657729036,-11.459522883440536,0.1100417069672431,0.3313268900584801,156.82676849315075,9.563980658884968e-14,-8.980582541372061e-10,1.1539708746801676e-08,9.348543632849806e-10,2.027184460142329e-09,-3.519417455093518e-09,-3.1398058092272267e-09,4.2883495166444016e-09,-1.0938834955736409e-08,6.5533980544796424e-09,7.807766988121794e-09,-9.26504861073458e-10,-4.875242717672476e-09,-8.455790370756961e-11,5.101359333273836e-11,9.016393169421552e-09
018,F,Imperial,50,0.0014530107696827,-7.025073743651155,2.431360657414722,4.871296682291659,-4.339898278265505,-7.957586178701549,-11.109134372856674,-4.198062518196708,-6.516578790032945,-13.006492511686032,-0.5835261306782944,-2.689963601841082,-1.8500795226841087,0.1070150920154684,0.4504941435474923,177.31957494145215,4.276071402750037e-13,2.290540518946877e-09,5.766409256301233e-09,5.059845559245195e-09,3.333108129258085e-09,-6.840733575284568e-09,6.477123555417747e-09,-7.44208482752053e-10,1.180945947653298e-08,-5.29633201932514e-09,1.722007713218053e-09,3.636100368125241e-09,7.218146715640075e-09,-3.723976667759299e-12,3.418416124231267e-11,-1.5694817655191885e-07
018,F,Imperial,200,0.0006151233521944,-8.593420084481082,-0.7546492083160034,3.950380226857419,-6.955554825965082,-8.508068352647914,-12.016176642240536,-8.573420348411345,-5.620889173447141,-13.589383167507268,-1.1005666133404453,-4.084141136800194,-2.11950300471678,0.1143380365059144,0.461679050949332,190.1542474576273,-5.512131142236252e-13,4.1301830465279754e-10,-1.023143685094896e-09,4.111861124287985e-09,-2.570877563510698e-09,3.564127293108436e-09,-3.9964320362205824e-09,4.210703913927914e-09,-1.2653809054690374e-08,-1.210896801042957e-09,-1.0354966254252384e-08,1.661523614370184e-09,3.176470602993865e-09,4.22987366168679e-11,6.949855338760216e-11,-1.214973999290145e-07
018,F,Imperial,500,0.0003379209754811,-8.174648443564932,-2.706034367834305,3.1619078889069794,-7.633828945658912,-9.028696358788762,-10.61238678364728,-9.176208498895331,-4.726725916169575,-14.14381668631781,-1.290696538934109,-5.87806368414729,-3.057275651877984,0.1099181095514105,0.4514147423130167,203.823269040404,1.5376448524441652e-14,1.0744884171116528e-08,2.766409261028255e-09,2.33590733596379e-09,-6.889961399301709e-09,7.938610030552155e-09,-1.4279922766137345e-08,3.0260617600821723e-09,6.2625482699147905e-09,6.503861013565296e-09,5.226544407047716e-09,-3.7760618313000046e-10,-2.3938223987243434e-09,2.0060418774268423e-11,2.07463909762794e-11,5.7902584085518966e-08
018,M,Imperial,50,0.0020937890663903,-8.958405994320142,2.264725391665378,4.965706237820639,0.1077226343153327,-6.75099461258543,-9.124668943946952,-5.12971384401832,-4.366797414783025,-10.807777548189016,2.887251702729027,-2.3832580887489856,-6.322140493471561,0.1085589189554138,0.397772497974928,180.15453957805903,-1.3224835721130905e-12,4.107588835722702e-09,1.4140249842522467e-09,1.6695485076620262e-09,4.055715665751478e-09,-3.083573498111618e-09,6.887896258372816e-09,7.499097020538032e-09,2.858597504400339e-09,-1.280307388871825e-09,-2.6128719898298787e-10,1.6878001858754292e-09,8.53410182328905e-09,7.415639503458984e-11,1.7423342909563028e-10,1.526973290231261e-07
018,M,Imperial,200,0.0008710110237377,-9.316499138626703,2.2325454334236,3.4301568083868417,-0.9570981044032852,-7.985326938578343,-10.190483093249515,-9.14135325537235,-4.008692861485489,-10.015879033413938,3.283396885836558,-1.0049401572605408,-6.7413015281044455,0.1144407814267515,0.361452480665661,142.55217425,1.8024258170148853e-12,1.2793836162823228e-10,1.271483611504377e-09,5.390173408904448e-09,-1.3680153385338968e-10,-5.321772644056748e-09,3.715799615000677e-09,-1.2377649314361974e-08,-3.235934462101744e-09,1.1791907527429702e-09,-6.9788053906485445e-09,1.0636994231103425e-08,6.039402687382762e-09,-6.87994777461257e-11,9.25854713646378e-12,2.590355328588608e-07
018,M,Imperial,500,0.0004729116457086,-10.202166445296392,-1.2812746689698726,2.399814192996113,-2.500010534674444,-10.186144444373168,-11.22169850488823,-10.203417404616111,-3.6155537735568486,-9.6841331455241,3.256169709268121,-2.1111025205801788,-8.212166994531769,0.127925388298453,0.3638644964723035,161.48796830985916,-2.2571248674959853e-13,8.721490827587688e-09,6.8483059010128465e-09,9.171345687979455e-10,1.5929331945676855e-09,-1.0850919318982587e-09,-1.1923330136278862e-08,-2.3450145130685187e-09,2.0690222775358382e-09,-1.5075653446730388e-08,-1.0029041664647023e-09,-1.737463687363636e-09,-2.8209099880462797e-09,1.099708731729872e-10,-1.0646660188650446e-10,9.581428548767149e-08
019,F,Imperial,50,0.0020779646702789,-9.399456144432577,5.8997443627759525,6.483711420843841,-1.9592077818787568,-5.405938019115416,-10.13857285821531,-3.443463440455869,1.7113380060717744,-6.265837969083419,-2.782720961668282,-2.5861697115712894,0.2799842177032003,0.1094749042083713,0.372733515810814,145.61213308056875,2.368618353798961e-12,-1.811787437147404e-09,-5.802898549869241e-09,1.0660869570118236e-08,-2.562512075130656e-09,8.840579598760052e-10,-2.1526570175220083e-09,3.436425100960919e-09,-3.812560457087052e-10,-2.7245410598396212e-09,-3.587439627979898e-09,-1.3450241552437134e-08,-2.072463771510229e-09,3.00230225645374e-11,2.627014063736962e-11,-9.331617657024879e-08
019,F,Imperial,200,0.0009011216617737,-10.48340955076131,3.834720908286815,4.4961416894725685,-4.728770967757461,-8.265345055058713,-11.887959662906646,-2.186036023473529,0.8262897030895094,-9.590731080962469,-5.362493720730503,-3.823081484468721,-1.702815183228103,0.1178893707852593,0.3635576105655692,152.39490632530115,1.1066653893945297e-12,1.2743049325346134e-09,-2.6120805293028427e-09,-7.065196714665527e-10,-2.716970286178108e-09,4.678811304516002e-10,1.1015628013462708e-08,2.111121772815668e-09,3.407190797955748e-09,-7.920421878815759e-09,-1.6670182204914495e-09,-1.6203259758218479e-09,-3.8072866795701114e-09,6.150694014440266e-11,-5.4337234006016165e-11,-2.2149148944064801e-07
019,F,Imperial,500,0.0004213312903497,-9.641178579161844,-0.202880335779383,0.5722756513381515,-6.013547272158002,-10.23413073374065,-10.95055823950867,-6.123363485091522,-0.5647112393410398,-6.270796589796536,-5.733621446445374,-6.509553741742778,-3.172163301749084,0.1151903262365787,0.3989723509749048,171.07150941634245,-5.822072837555373e-14,5.0701151659444535e-09,-1.3440115170958169e-08,-4.324376203466433e-09,-1.863819576868631e-09,5.098752363564102e-09,-7.327927065638405e-09,-8.042226452924934e-10,8.51919386048681e-09,-6.5858925283893125e-09,-5.130220737642519e-09,-4.198656422698071e-09,-5.00000008447065e-10,-7.987871000590039e-11,-1.7882464077668474e-11,-4.041176545817561e-08
019,M,Imperial,50,0.0026888613454085,-8.631989844616353,-2.167561866679649,7.092945167857836,1.2244044612103206,-13.040359195149952,-7.584816003281398,-0.2323015802336907,1.355421589104187,-9.540559919725416,3.745783001226876,4.075030381686948,-2.8710314637108114,0.1167163352147409,0.3439766787025973,243.72122647727275,-1.9747555753384043e-12,-5.745877798156385e-09,-7.775945668617757e-09,1.1571290500032384e-10,5.0386420941045205e-09,-5.121241466658555e-09,1.6197866134921076e-09,-2.8651794627008683e-09,-2.0281281246111694e-10,2.2308440662636814e-10,-5.335014556341525e-09,-1.330649868069855e-09,-2.5791464582570093e-09,3.3486849087312806e-11,-1.1207225683612988e-10,-2.7123287766762e-07
019,M,Imperial,200,0.0011083612728818,-10.325915169250951,-5.196300321695745,4.950763111424423,0.7503830311143409,-18.087198401366237,-4.942099041088181,-1.2259634211724817,0.620045328467054,-7.950681081271323,1.878611573174419,2.9413206402916665,-5.442605943126934,0.1301235997797996,0.3427107938847868,234.44232055555557,-4.881824321620084e-13,-3.111003847658657e-09,-4.519787652736596e-09,1.2944015205459303e-09,-1.6611969196190407e-09,-1.2287644361327147e-09,-4.2673745133484275e-09,-3.4353281852078193e-09,4.695945734101791e-10,-1.1207220077510906e-08,-1.6428571376589555e-09,-5.496042475420784e-09,1.2172760623809142e-08,-5.7205029410898966e-11,1.6652817399041066e-10,9.143790859931774e-07
019,M,Imperial,500,0.0005654715049235,-10.916664392663463,-4.405996593415387,4.5354976605115365,-0.2066686764990391,-20.66724321653125,-4.312427353423077,-4.401450551621159,-1.567458983959618,-4.1702229810961455,1.7432992734173034,2.0614231751673056,-6.105203841860575,0.1270196414604185,0.3316267278461537,250.2068894285715,-9.340188421356668e-14,4.461685800722602e-09,6.072509561951176e-09,1.762452089735891e-09,-1.8936781403290566e-09,-9.504693417635376e-09,7.425287360091806e-10,-1.0463601533121034e-08,5.569923550762015e-10,-7.133141745070236e-09,-9.79607278557219e-09,7.119731789295596e-09,2.7614942365672956e-09,-7.2159768961490376e-12,-1.366848661696537e-10,1.474590163927233e-06
020,F,Imperial,50,0.0017776298087741,-8.559047279753822,-0.5431881513026816,-0.1189171774789267,-7.445000600814181,-7.236912547417623,-13.026480007250962,2.9132584775095807,-3.19874799696934,-4.1046800433716495,-1.4160328499521069,-7.191200204674324,0.3044360294626438,0.0951539295450411,0.4708061299042147,193.9099862389379,3.149191794287796e-12,-2.77958012332071e-09,3.145992370159105e-09,9.285782432312e-09,1.2531202173785026e-09,9.175572540341416e-09,-5.870228981396456e-09,-3.8233778659910624e-09,5.2875954218366475e-09,-1.3784351146231196e-08,-6.449045808455816e-09,-5.328244281221154e-09,-6.365458004686458e-09,4.9840624361510515e-11,5.3473282929258815e-11,2.0884614105467026e-07
020,F,Imperial,200,0.0007505707270972,-10.01091641744369,-3.800789383196866,-3.1941151887561183,-8.025265352360426,-7.81214486615083,-14.425624138922624,1.592162937013712,-4.2572387032321215,-1.6332130455200804,-5.642816533672873,-8.188852487028393,-1.3094711380656214,0.1221621953257507,0.4550200378032177,214.6382713032581,5.465756172022242e-14,3.082926807174146e-09,-7.856585367594358e-09,-1.3663414638408776e-08,-6.72321952363908e-09,-1.8478048454077427e-09,2.8188292839571832e-09,4.713170724083269e-09,-9.336585470878451e-10,-8.415609744465045e-09,5.121951087651254e-10,-1.1019512198271248e-08,-1.7024390119857456e-09,6.884190649687181e-12,1.9219507861905504e-12,-7.409523802275471e-08
020,F,Imperial,500,0.0004656157059875,-12.578136205214872,-7.673661662682639,-5.487437118938479,-8.827051329365242,-7.839235886376947,-14.288826540039048,1.7424403734570322,-4.118972920292967,-1.0279586857031249,-3.6542043955957015,-9.131891281533203,-0.7098894351699221,0.1215184278371247,0.4918806003417971,247.9797991629959,7.065175155265285e-14,-1.741245328857296e-10,3.2718871537204593e-09,2.506536979055299e-09,-2.456322987206165e-09,2.117996130808545e-09,-1.8817120745015566e-09,1.611867721116469e-09,4.3618676933443936e-09,7.71196498954521e-09,-4.145525283836461e-09,-9.610797651656232e-09,-2.899805449569182e-09,-4.272373384884249e-11,1.1457393044235406e-10,2.667583046297927e-07
020,M,Imperial,50,0.0018237237294923,-6.704487382154737,1.7318241914912962,9.279112437127656,1.741478126069632,-5.383197308165383,-12.328440406624727,3.7058673724410105,8.066901794410061,-4.907375371034825,1.9782210067475847,4.91946448393617,0.6732597367988397,0.1080994109535941,0.330044923092425,247.2361713043479,2.0387976876213666e-12,-7.011464337218998e-09,8.888246639683503e-09,-2.855105945820262e-09,-4.980924853721242e-09,-3.781888223407705e-09,-3.367726383314982e-09,9.083815021570137e-09,2.109248559884973e-09,-5.942485553720093e-09,-2.121483620775437e-08,-6.1564547180231795e-09,-6.530828588733153e-10,3.321449666299058e-11,4.625867424670084e-11,-8.904761914084788e-07
020,M,Imperial,200,0.0008197176726288,-7.975369997435665,-2.3850283303313824,10.613523711335278,-0.7983249365307025,-9.17788532649124,-11.987114117358676,-0.5749408027013643,8.752342688007795,-0.8074722979337235,3.757938284823585,5.364998285317741,-0.5721492539746585,0.1168448618644221,0.3156449596351,181.959616875,2.559126226811093e-13,3.58970877548454e-09,-5.1417475652519205e-09,2.551456306210767e-09,-4.715533974570398e-09,8.763106783312056e-09,1.7864081740300192e-10,7.708737869289954e-09,-9.93203883646046e-09,-1.3370873772148091e-08,-8.769903048642502e-10,3.588543709113223e-09,8.923592238657737e-10,1.2003627121576532e-11,4.1686879271281425e-11,-9.374999992983746e-07
020,M,Imperial,500,0.0004084972233939,-8.366123740727721,-6.951105389778087,11.560813206647282,-2.79004715272093,-13.487116779583324,-10.06208791198644,-2.3940911958100792,6.987510505011633,-1.4023077771511625,2.880630780585265,2.712207398437693,-0.1983870780523254,0.1254629233048227,0.3307045065028759,239.1934,2.0290384591525622e-13,7.38365361160257e-10,-3.134615635301007e-10,-1.1029999972699736e-08,-1.9488461506025903e-09,3.3007692295229116e-09,3.134615380430096e-09,3.76696152305255e-09,1.2153846211500235e-09,2.682500016319593e-09,-9.184999990646744e-09,-2.8526923047069206e-09,2.210576919644888e-09,6.811527287440286e-11,-4.7422970345184226e-11,9.868867919600848e-07
021,F,Imperial,50,0.0023220276073025,-10.792642100882862,1.3808443918102595,6.688168765150057,-6.920354218371055,-4.0262487488151,-12.217020792061955,-6.031545623226518,-4.33381831603292,-11.71239840201355,-2.3331350460890654,-3.0102185151907084,-2.710728567530493,0.1136628014895358,0.4217328389351405,192.7520582808024,-1.21041464240388e-13,7.530183212005187e-09,-4.573770499593412e-09,8.389584762464636e-11,-1.5309546812269679e-09,-2.2325940187578487e-09,6.81967207853739e-10,-1.691417535671376e-09,3.622661529269514e-09,7.846673109256895e-09,3.5932497554789244e-09,2.5822565356751983e-09,7.277242044797367e-09,-5.4026689856375165e-11,-1.416297005977068e-10,1.7117118413369627e-09
021,F,Imperial,200,0.0010373217399699,-12.48236203249031,-2.789396859912792,3.646232581521322,-8.435971949515515,-7.03110145493218,-10.870514112974806,-9.262764365629852,-6.180187151997081,-12.63610024820058,-1.9235815081618195,-6.10248978506492,-4.50174827685029,0.1271758433357597,0.4109502058633557,216.83617292993645,6.703826954230865e-13,-5.870192337081859e-09,-3.575000001667789e-09,1.5242307695387044e-08,-1.6346152032770336e-10,-3.9206730770811885e-09,2.567307738194229e-10,-4.179807727017204e-09,1.7499999792229652e-09,-1.0613076908277952e-08,4.319423087475802e-09,8.800259637568971e-09,3.50288466181954e-10,-2.017162477472181e-11,6.905121514369378e-11,1.2513636287308877e-07
021,F,Imperial,500,0.0005619521062673,-12.644964096705552,-4.550859824511165,3.931640243156462,-8.250824262209822,-9.22125229241496,-10.80458265196792,-10.638464253556837,-5.326160131013605,-12.164625126277947,-3.781785871334304,-7.342614360140913,-4.328969245130091,0.1275159260982709,0.4060470570134561,228.8247491946309,-4.3779186858079553e-13,-9.422652447156296e-09,-7.618780239693094e-09,-3.6573087947936285e-09,-7.982575032695236e-09,2.6921587550670764e-09,6.573465639406225e-09,-7.205421104776053e-09,-5.5150048317526e-09,2.0987415431988646e-09,2.932333006345709e-09,7.701839283497441e-09,5.204065836001026e-09,4.29174196606752e-11,-1.6327907376121428e-10,3.353512820872049e-07
021,M,Imperial,50,0.002314116164262,-9.178369587443465,7.3740590517404145,4.827365824550645,-0.0464050503244837,-5.092492332835017,-11.824640519852505,-7.647711298564404,-5.273540063613569,-7.008643237123905,8.598865082024595,2.0788466547659783,-5.437577208781707,0.1199128015414013,0.3600236458158962,186.03257200000007,3.856585341515996e-13,3.364097560304289e-09,3.789268508183822e-10,-5.951219488618311e-10,-1.2000001049749534e-10,-1.948487778455422e-09,-6.143414653575824e-09,3.4241951326564846e-09,-5.6546341644322735e-09,1.0455707310721404e-08,-1.7942438865621139e-09,-5.307317074469449e-09,-4.3646243934139325e-09,2.4412109603912434e-10,-2.4510265599547377e-10,6.565789480527048e-07
021,M,Imperial,200,0.0008369475998747,-9.662759822317511,4.706629013199414,4.25370662991965,-3.294103635757021,-7.347698247215881,-11.119953343378503,-10.722041020687334,-2.306885447560508,-5.233820984850916,6.906124154558559,0.0833722158276859,-6.024461905566319,0.1115643029745224,0.3416262347942104,241.5671430985916,-4.68814849861771e-13,8.46952749538667e-09,3.9652844830912355e-09,-6.996239152354173e-09,-5.889103190781233e-09,5.411330765941001e-09,-3.1655737664996842e-09,2.3583413573952176e-09,4.308775289452225e-09,7.386692384153818e-09,3.230279654955841e-09,-3.202507151604079e-10,9.980713763895223e-10,4.5196093947971054e-11,3.836735535904764e-11,1.1241071423536856e-06
021,M,Imperial,500,0.0004062128365697,-9.018224664090909,3.163537556201161,2.16587200016441,-2.320731274793259,-7.287843820290137,-9.495493995628628,-13.1968141682495,-3.537298537253386,-3.270491685107352,7.101929499845264,-0.4499413392843308,-6.849614926107355,0.1148475908134667,0.3437610637816692,216.80424742268028,2.98173704109224e-13,-1.672802306888885e-09,-3.487523998904016e-09,-4.6345489340032335e-09,-2.432821497315406e-09,4.489443369682761e-09,2.7686180204905915e-09,-2.603742831519838e-09,-1.2347408818893104e-08,-1.0271593099960976e-08,1.1660268711656496e-08,5.508349331737759e-09,-2.571977327478433e-10,-9.965198133385188e-12,-1.750758191831627e-11,-3.874172172355213e-07
022,F,Imperial,50,0.0013992991051576,-7.245712140070731,3.5185487890569767,5.019652356355604,-6.68297708376228,-6.971959630101178,-14.11350822599802,-8.097828923532422,-6.828844850874267,-13.44198557312672,-0.7634425511787825,-4.055355926542239,-1.1110424069076628,0.1135498206842584,0.4684002725455332,187.90640822757103,7.602514676632747e-13,3.659197681976742e-09,1.0225929553012012e-09,-5.426614487867899e-09,-5.578669279238189e-09,-1.1468297463370111e-08,4.980430565527289e-09,7.907045019432711e-09,1.176125238445504e-09,-5.365949093738273e-09,-1.15784735822676e-08,-1.3538160455458258e-08,-4.76819960832233e-09,4.8115113087353337e-11,-3.6057390347163194e-11,3.923707620012944e-08
022,F,Imperial,200,0.0006646073321279,-8.789345549469544,-0.865464730166992,5.137842459103567,-9.876817584909633,-8.39276918702358,-11.690157678546168,-10.86993403357563,-5.449294237933213,-14.597751677799591,-0.0310834829057957,-5.446836149102163,-2.387307545579568,0.1237007155850772,0.4405036207261831,195.29445730458207,5.150489257866355e-13,4.334637980580682e-09,-8.995890437765281e-09,-2.2794520331663967e-09,-1.2977299433933088e-08,-3.2035225025543806e-09,3.959882608705732e-09,-4.765162226536257e-11,8.625244609754482e-09,-4.552837544564277e-09,-1.7700586970544824e-09,5.002935415068609e-09,5.413894321093798e-09,3.07656829225537e-11,-2.3185700656588902e-10,-8.540899405086946e-08
022,F,Imperial,500,0.0004219604186121,-9.667302404641816,-3.890633490883217,5.210181806751719,-11.964853438037276,-9.326663425445526,-10.84033160094896,-11.861959328802737,-4.140115912688914,-13.000016643385676,-0.3622900117281658,-6.091276172812567,-1.9009661051717368,0.1256581762338489,0.4256802896467801,208.0111468461539,-4.2566582109174635e-13,8.2910157081853e-10,-1.7285156266380606e-09,-6.850585934470136e-09,-4.414453051693711e-10,-4.477246095001058e-09,-5.4900390252654715e-09,7.264257829387726e-09,-1.3011718742493906e-09,-3.6245117012432575e-09,-5.865234359661315e-09,-1.2548829930198323e-10,1.2438583985859921e-08,-1.164537870414695e-10,-1.3642758182804955e-10,6.724522867171552e-08
022,M,Imperial,50,0.0019093551703902,-5.839718123103501,3.547789361482126,7.964879185941054,-1.4601903588405791,-2.124955384589373,-6.409254225748789,-1.8519338820309177,-6.921802003049275,-12.3628549430918,1.684539888171381,3.554617809227056,-2.79386784224444,0.1060134230227478,0.3755463334243073,147.659634640884,-4.194017305346263e-12,2.445576909892145e-09,-4.285576916230841e-09,-2.150961537676312e-09,3.8291346106709655e-09,-4.234711517425502e-09,-1.1066346176550848e-08,-1.109038472409225e-09,7.376250007056901e-09,5.497788453311394e-09,-3.6753846152434924e-09,2.8778847558235803e-10,1.0827548066739006e-08,5.316918512081721e-13,-3.368064051046417e-11,-2.5019455767861075e-08
022,M,Imperial,200,0.0008373483890771,-6.8682239634999975,2.8349799458297857,6.611299679116051,-2.4059473624806595,-3.1675831994100534,-7.252903764883948,-4.05462801491199,-2.7041868869651835,-11.783125611353968,1.8147618088878157,2.523144560976787,-3.523788168174084,0.1106172295304822,0.3593960284816248,154.19414833333337,-2.1560346835986644e-12,6.8379576007037854e-09,-4.70038535882049e-09,3.66281310004445e-09,1.0423892096347136e-08,-5.033718671846889e-09,4.3017341054078734e-09,-6.3684971063541665e-09,-4.817533730989112e-09,-5.4954720425309235e-09,2.411368033691577e-09,1.5419074914187706e-09,6.590558762614921e-09,1.1667778991105542e-10,-6.453757199060659e-11,2.3935000005081974e-07
